budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,cast,release_year,release_month,release_day,Profit,roi
30000000,18,4,13.268936,1,2086,2527904,129.0,Machine Gun Preacher,6.4,286,1,2011,9,23,-27472096,-91.57365333333334
19000000,1,4,66.242737,1,66,140752617,83.0,Sausage Party,5.6,2238,1,2016,7,11,121752617,640.803247368421
29000000,10,4,71.496894,1,2086,287506194,115.0,Pitch Perfect 2,6.8,1940,1,2015,5,7,258506194,891.4006689655173
28000000,10,4,35.580032,1,93,186438883,136.0,Walk the Line,7.3,718,1,2005,9,13,158438883,565.8531535714285
30000000,185,4,8.085872,1,2086,37036004,127.0,Keeping the Faith,5.9,159,1,2000,4,14,7036004,23.453346666666665
30000000,1,4,18.165957,1,2086,33013805,113.0,Confessions of a Dangerous Mind,6.6,275,1,2002,12,30,3013805,10.046016666666667
29000000,82,4,8.93941,46,93,16930185,100.0,Serving Sara,5.0,85,1,2002,8,20,-12069815,-41.62005172413793
29000000,185,4,20.55509,33,2086,78636257,91.0,The Boss,5.5,431,1,2016,4,7,49636257,171.15950689655173
12000000,1,4,12.653831,1,2,24829644,87.0,Seed of Chucky,4.9,287,1,2004,11,11,12829644,106.9137
29000000,1,4,24.240361,1,93,21126225,103.0,The Jacket,6.8,455,1,2005,3,4,-7873775,-27.15094827586207
28000000,1,4,92.982009,17,2086,504050219,90.0,Aladdin,7.4,3416,1,1992,11,25,476050219,1700.1793535714285
28000000,13,4,61.76233,1,2086,201634991,147.0,Straight Outta Compton,7.7,1355,1,2015,8,13,173634991,620.1249678571428
28000000,6,4,66.976776,4,2086,333000000,118.0,Indiana Jones and the Temple of Doom,7.1,2781,1,1984,5,23,305000000,1089.2857142857142
30000000,18,4,7.981116,1,2086,100491683,79.0,The Rugrats Movie,5.7,147,1,1998,11,20,70491683,234.97227666666666
60000000,1,4,21.252797,1,6,105178561,104.0,Along Came a Spider,6.1,400,1,2001,4,6,45178561,75.29760166666667
29000000,68,4,19.237254,1,141,48902953,110.0,Florence Foster Jenkins,6.6,392,1,2016,5,6,19902953,68.6308724137931
29000000,17,4,27.555646,1,2086,98185582,102.0,Once Upon a Time in Mexico,6.2,594,1,2003,9,11,69185582,238.57097241379313
28000000,32,4,66.169628,2,2086,140767956,131.0,Die Hard,7.5,3948,1,1988,7,15,112767956,402.7427
28000000,185,4,24.917665,1,2086,92380927,99.0,Role Models,6.4,564,1,2008,2,3,64380927,229.93188214285715
28000000,68,4,57.518472,1,2086,133346506,130.0,The Big Short,7.3,2607,1,2015,12,11,105346506,376.2375214285714
28000000,32,4,7.534003,3,2086,64445708,135.0,Miracle,7.0,159,1,2004,2,6,36445708,130.16324285714285
28000000,1,4,44.529429,1,2086,102356381,101.0,Dawn of the Dead,6.8,1016,1,2004,3,19,74356381,265.55850357142856
35000000,185,4,14.949395,1,2086,94728529,103.0,The Wedding Planner,5.5,427,1,2001,1,26,59728529,170.65294
30000000,1,13,14.726338,1,11,17137302,115.0,Space Pirate Captain Harlock,6.5,356,1,2013,9,7,-12862698,-42.875659999999996
21000000,68,4,24.13081,15,2086,71441250,110.0,The Royal Tenenbaums,7.4,1286,1,2001,10,5,50441250,240.19642857142856
30000000,5,4,45.915165,1,2086,90259536,90.0,Identity,7.1,1061,1,2003,4,25,60259536,200.86512000000002
28000000,185,4,28.043508,1,2086,134402450,105.0,Last Vegas,6.4,799,1,2013,10,31,106402450,380.00875
28000000,24,4,26.090746,5,141,195312802,127.0,For Your Eyes Only,6.3,490,1,1981,6,23,167312802,597.5457214285714
28000000,82,4,14.530803,1,2086,77516304,90.0,Serendipity,6.6,521,1,2001,10,5,49516304,176.84394285714288
27000000,1,4,13.308127,1,11,101646581,99.0,Timecop,5.5,282,1,1994,9,15,74646581,276.4688185185185
28000000,185,4,38.0958,1,93,60780981,89.0,Zoolander,6.1,1337,1,2001,9,28,32780981,117.07493214285714
28000000,3,4,37.729059,1,2086,97594140,115.0,Safe Haven,6.9,823,1,2013,2,7,69594140,248.5505
28000000,5,4,18.650748,17,2086,39514713,96.0,Hocus Pocus,6.4,471,1,1993,7,16,11514713,41.123975
28000000,185,4,15.794946,1,36,92601050,104.0,No Reservations,6.1,327,1,2007,7,25,64601050,230.71803571428572
28000000,10,4,45.054936,1,141,96188903,117.0,Kick-Ass,7.1,4645,1,2010,3,22,68188903,243.53179642857143
28000000,15,4,25.039383,28,1,40547440,83.0,30 Minutes or Less,5.6,531,1,2011,8,11,12547440,44.812285714285714
28000000,6,4,6.756771,1,2086,33000337,99.0,Dracula 2000,4.6,148,1,2000,12,22,5000337,17.85834642857143
28000000,7,4,22.14595,1,2086,100654149,81.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,1,2014,10,8,72654149,259.47910357142854
28000000,3,4,94.056131,1,1,33139618,117.0,Blade Runner,7.9,3509,1,1982,6,25,5139618,18.355778571428573
28000000,9,4,10.703456,1,141,31596911,139.0,Rob Roy,6.5,148,1,1995,4,13,3596911,12.846110714285713
28000000,4,4,41.638961,1,33,52597999,113.0,3 Days to Kill,6.0,883,1,2014,2,14,24597999,87.84999642857143
21000000,8,4,14.518708,1,2086,54926886,117.0,We Own the Night,6.5,323,1,2007,5,25,33926886,161.5566
35866397,16,7,3.75074,1,1,20217080,98.0,Winged Migration,7.0,49,1,2001,12,12,-15649317,-43.63225277409381
28000000,1,4,22.074306,1,2086,38159905,103.0,Just My Luck,5.8,491,1,2006,5,12,10159905,36.285374999999995
28000000,23,4,4.436792,2,66,8888143,119.0,"Mystery, Alaska",6.0,69,1,1999,10,1,-19111857,-68.25663214285714
28000000,2,4,14.639324,1,2086,45236543,94.0,The Spy Next Door,5.5,345,1,2010,1,15,17236543,61.55908214285715
28000000,4,4,1.767479,1,2086,8345056,86.0,A Simple Wish,5.5,46,1,1997,7,11,-19654944,-70.19622857142858
28000000,2,4,13.145205,1,2086,14010832,98.0,Ghosts of Mars,4.8,296,1,2001,8,24,-13989168,-49.96131428571429
28000000,68,4,12.921594,1,2086,7002261,108.0,Our Brand Is Crisis,5.8,195,1,2015,9,11,-20997739,-74.99192500000001
28000000,1,4,28.397048,1,2086,16374328,108.0,Pride and Prejudice and Zombies,5.5,640,1,2016,2,4,-11625672,-41.52025714285714
28000000,195,4,7.039189,15,2086,5684789,134.0,Kundun,6.8,91,1,1997,12,25,-22315211,-79.69718214285714
28000000,3,4,40.28635,1,12,60700000,103.0,Kick-Ass 2,6.3,2224,1,2013,7,17,32700000,116.78571428571429
24000000,17,5,6.009644,1,4,23321954,145.0,Alatriste,5.6,61,1,2006,9,1,-678046,-2.825191666666667
28000000,6,4,25.520976,1,4,68896829,90.0,Brick Mansions,5.7,615,1,2014,4,22,40896829,146.06010357142858
27500000,24,4,25.633663,7,141,187500000,131.0,Octopussy,6.2,527,1,1983,6,5,160000000,581.8181818181819
30000000,15,4,22.527211,3,2086,219076518,129.0,Knocked Up,6.2,1214,1,2007,6,1,189076518,630.25506
30000000,195,4,24.09152,1,2086,95714875,109.0,My Sister's Keeper,7.1,598,1,2009,6,26,65714875,219.04958333333332
35000000,68,4,6.248273,1,2086,43650785,114.0,Welcome Home Roscoe Jenkins,5.7,57,1,2008,2,8,8650785,24.716528571428572
8000000,1,4,9.548391,1,141,27187653,163.0,A Passage to India,6.9,67,1,1984,12,14,19187653,239.8456625
15000000,89,4,12.576381,1,67,49469904,92.0,Notes on a Scandal,6.9,235,1,2006,12,25,34469904,229.79935999999998
27500000,34,4,12.741073,1,2086,24748670,120.0,Rendition,6.2,205,1,2007,9,7,-2751330,-10.004836363636363
27000000,10,4,16.188572,46,2086,96900000,113.0,Star Trek VI: The Undiscovered Country,6.7,413,1,1991,12,5,69900000,258.8888888888889
27000000,4,4,18.913,2,2086,60527873,115.0,Kiss the Girls,6.2,345,1,1997,10,3,33527873,124.1773074074074
27000000,1,4,44.714264,33,2086,115229890,133.0,The Blues Brothers,7.5,1065,1,1980,6,17,88229890,326.77737037037036
27000000,19,4,28.227984,33,141,129000000,101.0,About a Boy,6.6,607,1,2002,4,26,102000000,377.77777777777777
27000000,1,4,11.678561,1,2086,56870414,82.0,Lake Placid,5.5,247,1,1999,7,15,29870414,110.63116296296296
27000000,2,4,36.921445,1,93,56308881,110.0,Lucky Number Slevin,7.4,1323,1,2006,2,24,29308881,108.55141111111111
27000000,32,4,17.567332,2,2086,21500000,193.0,The Right Stuff,7.3,235,1,1983,10,20,-5500000,-20.37037037037037
30000000,3,4,16.698316,1,1,15395087,130.0,Anonymous,6.3,288,1,2011,10,21,-14604913,-48.68304333333333
27000000,1,4,47.862016,1,93,20158808,102.0,The NeverEnding Story,7.0,1002,1,1984,4,5,-6841192,-25.337748148148147
27000000,1,4,39.324831,1,36,27200316,100.0,Dark City,7.2,828,1,1998,2,27,200316,0.7419111111111111
25000000,12,4,5.650125,1,141,11137801,109.0,Return to Oz,6.7,120,1,1985,6,21,-13862199,-55.448796
27000000,1,4,3.123583,1,2086,76000000,113.0,The Newton Boys,5.9,44,1,1998,3,26,49000000,181.4814814814815
27000000,17,4,23.917982,1,66,29000000,109.0,Case 39,6.1,563,1,2009,8,13,2000000,7.4074074074074066
27000000,12,4,8.715822,1,22,13000000,99.0,Suspect Zero,5.5,98,1,2004,8,27,-14000000,-51.85185185185185
27000000,1,4,14.788073,13,2086,85564310,89.0,Spy Kids: All the Time in the World,4.4,222,1,2011,8,18,58564310,216.90485185185184
27000000,10,4,38.279458,1,2086,93282604,98.0,Money Monster,6.5,1068,1,2016,5,12,66282604,245.49112592592596
28,1,4,9.670031,1,3,14,93.0,The 51st State,5.9,173,1,2001,12,7,-14,-50.0
27000000,2,4,17.193659,1,1,21148829,106.0,Mindhunters,6.3,333,1,2004,5,7,-5851171,-21.671003703703704
25000000,68,4,8.31653,1,2086,6673422,104.0,What Just Happened,5.2,127,1,2008,10,17,-18326578,-73.30631199999999
26000000,2,4,31.250383,1,2086,183293131,91.0,Paul Blart: Mall Cop,5.2,788,1,2009,1,15,157293131,604.9735807692308
26000000,185,4,24.345651,1,2086,110230332,97.0,Freaky Friday,6.0,879,1,2003,8,3,84230332,323.9628153846154
26000000,82,4,38.473732,3,2086,109449237,116.0,The 40 Year Old Virgin,6.2,1983,1,2005,8,11,83449237,320.9586038461539
25000000,1,4,31.792964,1,2086,289317794,122.0,Shakespeare in Love,6.8,796,1,1998,12,11,264317794,1057.271176
28000000,13,4,61.309619,1,2086,53181600,113.0,A Walk Among the Tombstones,6.2,1131,1,2014,9,18,25181600,89.9342857142857
15000000,185,4,5.411154,6,2086,201957688,111.0,Kindergarten Cop,5.8,628,1,1990,12,21,186957688,1246.3845866666666
27000000,17,4,41.832392,3,2086,101624843,111.0,Pineapple Express,6.6,1148,1,2008,8,6,74624843,276.3883074074074
26000000,5,4,21.988861,25,2086,65705772,121.0,Ever After: A Cinderella Story,6.8,399,1,1998,7,31,39705772,152.7145076923077
22000000,14,4,19.068175,1,2086,68296293,139.0,Open Range,7.0,262,1,2003,8,29,46296293,210.43769545454546
26000000,3,4,24.114459,1,2086,61489265,115.0,Flatliners,6.3,404,1,1990,8,9,35489265,136.49717307692308
22000000,14,4,20.256571,1,141,50750000,175.0,A Bridge Too Far,6.9,207,1,1977,6,15,28750000,130.6818181818182
26000000,60,4,8.802626,1,2086,57891803,85.0,Red Eye,6.2,455,1,2005,8,4,31891803,122.66078076923077
26000000,13,4,37.355826,1,2086,90426405,90.0,Final Destination 2,5.9,1023,1,2003,1,31,64426405,247.79386538461537
26000000,15,4,39.742009,1,11,71868327,106.0,"O Brother, Where Art Thou?",7.3,1112,1,2000,8,30,45868327,176.4166423076923
26000000,36,4,30.981604,1,2086,67918658,100.0,Legion,5.2,629,1,2010,1,21,41918658,161.2256076923077
26000000,1,4,5.894163,1,2086,38793283,94.0,Clockstoppers,4.9,89,1,2002,3,17,12793283,49.204934615384616
26000000,3,4,22.07638,1,2086,43318349,104.0,Brothers,6.8,633,1,2009,1,27,17318349,66.60903461538462
26000000,185,4,10.925618,2,2086,28818995,100.0,Agent Cody Banks 2: Destination London,5.2,144,1,2004,12,3,2818995,10.84228846153846
56000000,82,4,21.219292,26,2086,142044638,118.0,New Year's Eve,5.7,718,1,2011,12,8,86044638,153.65113928571427
42000000,1,4,14.831402,23,33,35402320,118.0,Original Sin,5.8,198,1,2001,8,3,-6597680,-15.708761904761905
26000000,1,4,22.520842,3,1,29657751,111.0,The Raven,6.1,426,1,2012,3,9,3657751,14.068273076923077
30000000,185,4,3.314094,1,93,14000000,110.0,Welcome to Mooseport,4.8,54,1,2004,2,24,-16000000,-53.333333333333336
26000000,3,4,7.964451,1,3,36800000,99.0,Highlander: The Final Dimension,4.5,110,1,1994,11,29,10800000,41.53846153846154
25530000,2,4,4.475007,1,2086,20080020,95.0,Flipper,5.3,84,1,1996,5,17,-5449980,-21.347356051703876
25000000,11,4,20.679652,1,1,82466670,129.0,The Constant Gardener,6.8,417,1,2005,8,31,57466670,229.86668
30000000,195,4,38.171417,1,2086,611899420,127.0,The Passion of the Christ,6.9,864,1,2004,2,25,581899420,1939.6647333333335
25000000,5,4,30.884535,1,2086,441286195,125.0,Mrs. Doubtfire,7.0,1591,1,1993,11,24,416286195,1665.14478
25000000,195,4,49.510658,1,2086,412800000,133.0,Rain Man,7.6,1709,1,1988,12,11,387800000,1551.2
33000000,195,4,50.7453,1,11,269958228,116.0,Gran Torino,7.8,3086,1,2008,12,9,236958228,718.0552363636364
25100000,32,4,10.445391,1,2086,29506464,131.0,W.,6.1,143,1,2008,10,17,4406464,17.555633466135458
25000000,32,4,80.879032,1,11,226830568,93.0,Taken,7.2,4369,1,2008,2,18,201830568,807.322272
26000000,89,4,33.93914,3,2086,35926213,117.0,The Best of Me,7.2,765,1,2014,10,16,9926213,38.177742307692306
25000000,1,4,26.576385,1,2086,411006740,129.0,The Bodyguard,6.1,661,1,1992,11,25,386006740,1544.0269600000001
25000000,195,4,42.191509,1,1,124272124,146.0,The Help,7.8,1910,1,2011,8,9,99272124,397.08849599999996
28000000,34,4,20.267062,1,1,8555008,128.0,The Fifth Estate,5.7,364,1,2013,10,11,-19444992,-69.4464
30000000,36,4,26.69592,1,1,114908830,97.0,Freddy vs. Jason,5.8,594,1,2003,8,15,84908830,283.0294333333333
25000000,1,4,12.739721,1,2086,80936232,83.0,Jimmy Neutron: Boy Genius,5.6,231,1,2001,12,21,55936232,223.744928
25000000,13,4,46.942396,1,2086,170764026,85.0,Cloverfield,6.4,2251,1,2008,1,15,145764026,583.056104
25000000,1,4,15.505137,2,6,78000000,88.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,1,1991,3,22,53000000,212.0
25000000,1,4,38.272889,46,2086,76270454,119.0,The Untouchables,7.6,1384,1,1987,6,2,51270454,205.081816
25000000,30,4,53.645267,1,2086,171600000,122.0,No Country for Old Men,7.7,3003,1,2007,11,8,146600000,586.4
25000000,17,4,28.468,1,2086,153997819,99.0,Ride Along,6.1,853,1,2014,1,7,128997819,515.991276
25000000,15,4,35.310712,1,1,281929795,97.0,Bridget Jones's Diary,6.5,1356,1,2001,4,13,256929795,1027.71918
25000000,61,4,28.727731,1,141,152500343,121.0,Chocolat,6.8,951,1,2000,12,14,127500343,510.00137199999995
25000000,185,4,14.604911,1,2086,119772232,104.0,Parental Guidance,5.7,210,1,2012,12,25,94772232,379.088928
25000000,82,4,38.688822,1,2086,147780440,107.0,No Strings Attached,6.1,1331,1,2011,1,21,122780440,491.12175999999994
25000000,1,4,30.537845,6,2086,56505065,130.0,Tombstone,7.4,626,1,1993,12,25,31505065,126.02026
25000000,25,4,19.750059,5,2086,91036760,115.0,Romeo Must Die,6.0,330,1,2000,3,20,66036760,264.14704
2800000,60,4,25.939385,1,141,60922980,111.0,The Omen,7.2,476,1,1976,6,6,58122980,2075.820714285714
25000000,13,4,31.64341,1,6,117719158,93.0,Final Destination 3,5.8,974,1,2006,2,10,92719158,370.87663200000003
25000000,89,4,26.811541,1,2086,99357138,101.0,The Lucky One,6.8,946,1,2012,4,19,74357138,297.428552
60000000,6,4,40.646102,1,2086,137587063,96.0,Bridge to Terabithia,7.0,1113,1,2007,2,16,77587063,129.3117716666667
25000000,195,4,34.160448,1,141,116766556,106.0,Finding Neverland,7.2,1223,1,2004,10,17,91766556,367.066224
25000000,13,4,48.552871,1,66,77278331,117.0,The Grey,6.4,1451,1,2012,1,26,52278331,209.113324
25000000,17,4,18.228538,1,2086,122644820,101.0,Hide and Seek,6.1,440,1,2005,1,27,97644820,390.57928
26000000,185,4,29.342744,2,2086,90574188,94.0,Anchorman: The Legend of Ron Burgundy,6.7,1493,1,2004,7,9,64574188,248.36226153846152
25000000,22,4,63.654244,2,2086,46836394,145.0,GoodFellas,8.2,3128,1,1990,9,12,21836394,87.34557600000001
28000000,17,4,11.859396,2,66,58795814,102.0,Agent Cody Banks,5.0,284,1,2003,3,14,30795814,109.98505
25000000,6,4,24.356483,1,11,122489822,97.0,Nanny McPhee,6.4,711,1,2005,10,21,97489822,389.959288
25000000,19,4,70.105981,33,2086,65884703,170.0,Scarface,8.0,2948,1,1983,12,8,40884703,163.538812
23000000,32,4,21.189028,1,1,43984230,163.0,The Last Emperor,7.4,355,1,1987,10,21,20984230,91.23578260869564
25000000,1,4,31.364901,1,4,63100000,109.0,Contraband,6.1,770,1,2012,1,12,38100000,152.4
25000000,195,4,37.817905,1,2086,77208711,158.0,There Will Be Blood,7.9,1537,1,2007,12,28,52208711,208.83484399999998
25000000,17,4,6.086083,33,2086,41604473,86.0,Undercover Brother,5.5,112,1,2002,5,31,16604473,66.417892
25000000,23,4,17.17372,1,2086,39053061,119.0,The Sisterhood of the Traveling Pants,6.3,386,1,2005,6,1,14053061,56.212244
25000000,25,4,16.936576,1,33,64437847,98.0,Kiss of the Dragon,6.4,298,1,2001,7,6,39437847,157.751388
25000000,17,4,25.838073,1,2086,70442940,97.0,The House Bunny,5.6,529,1,2008,8,22,45442940,181.77176
25000000,82,4,5.625632,23,2086,36351350,105.0,Beauty Shop,5.4,115,1,2005,6,2,11351350,45.4054
25000000,195,4,17.312433,17,2086,38307627,124.0,Million Dollar Arm,6.6,259,1,2014,5,9,13307627,53.230508
25000000,8,4,53.811461,1,2086,66980456,94.0,The Giver,6.4,1798,1,2014,8,11,41980456,167.921824
17000000,60,4,19.045146,1,2086,63102666,104.0,Jeepers Creepers 2,5.5,299,1,2003,8,8,46102666,271.1921529411765
25000000,61,4,21.729434,1,66,59192128,101.0,Good Luck Chuck,5.5,444,1,2007,9,21,34192128,136.768512
25000000,6,4,12.837116,5,2086,56489558,101.0,Cradle 2 the Grave,5.8,236,1,2003,2,28,31489558,125.95823200000001
25000000,195,4,20.953265,1,2086,41597830,114.0,The Hours,7.0,451,1,2002,12,27,16597830,66.39132
20000000,2,4,10.81439,1,2086,33889159,105.0,She's the Man,6.4,671,1,2006,3,17,13889159,69.445795
25000000,7,4,27.683874,1,1,229736344,90.0,Mr. Bean's Holiday,6.1,663,1,2007,3,22,204736344,818.9453759999999
20000000,1,4,9.855474,1,2086,70992898,97.0,Anacondas: The Hunt for the Blood Orchid,4.9,199,1,2004,8,26,50992898,254.96449
25500000,11,4,12.756344,1,33,2415472,128.0,Blood Ties,6.0,171,1,2013,8,22,-23084528,-90.52756078431372
25000000,195,4,29.533437,1,2086,66122026,114.0,August Rush,7.1,797,1,2007,11,21,41122026,164.488104
30000000,32,4,14.179538,2,2086,82150642,124.0,Elizabeth,7.1,334,1,1998,9,13,52150642,173.83547333333334
25000000,7,4,14.340095,1,66,50671850,89.0,Bride of Chucky,5.5,350,1,1998,10,16,25671850,102.68740000000001
25485000,1,4,9.795985,25,11,29548291,144.0,Tora! Tora! Tora!,6.9,147,1,1970,1,26,4063291,15.943853247008043
25000000,1,4,6.889437,13,67,100000000,93.0,Spice World,4.7,123,1,1997,12,19,75000000,300.0
25000000,185,4,19.428994,1,2086,34942188,81.0,The Sitter,5.4,325,1,2011,12,9,9942188,39.768752
21150000,3,4,6.081772,1,36,39438674,92.0,Crocodile Dundee in Los Angeles,4.7,146,1,2001,4,12,18288674,86.4712718676123
27000000,185,4,17.329269,1,2086,25023434,113.0,Kingpin,6.7,244,1,1996,7,4,-1976566,-7.320614814814815
25000000,11,4,22.622453,1,2086,39171130,111.0,The Gambler,5.7,543,1,2014,12,25,14171130,56.684520000000006
25000000,68,4,20.561682,1,2086,74188937,121.0,August: Osage County,6.9,483,1,2013,12,26,49188937,196.75574799999998
25000000,3,4,13.288177,1,13,27645491,98.0,Ice Princess,5.9,185,1,2005,3,17,2645491,10.581964000000001
30000000,185,4,19.212552,1,2086,42886719,107.0,A Lot Like Love,6.5,318,1,2005,4,22,12886719,42.955729999999996
23000000,4,4,29.365851,1,22,46152800,106.0,Eddie the Eagle,7.2,661,1,2016,2,26,23152800,100.66434782608695
25000000,195,4,10.232599,2,2086,21567853,136.0,He Got Game,6.7,134,1,1998,5,1,-3432147,-13.728588
25000000,3,4,8.870614,1,2086,22200000,97.0,Don Juan DeMarco,6.2,183,1,1994,10,1,-2800000,-11.200000000000001
25000000,9,4,19.402816,2,2086,114977104,115.0,Dear John,6.6,1262,1,2010,2,4,89977104,359.908416
25000000,1,4,24.903418,1,2086,23580000,97.0,The Losers,6.2,515,1,2010,4,23,-1420000,-5.680000000000001
25000000,3,4,14.562197,1,1,36993168,99.0,Don't Be Afraid of the Dark,5.4,341,1,2010,11,6,11993168,47.972672
25000000,18,4,18.896239,1,13,40452643,103.0,War,6.0,414,1,2007,8,24,15452643,61.81057199999999
25000000,61,4,15.960916,1,2086,17000000,95.0,Punch-Drunk Love,6.9,530,1,2002,10,25,-8000000,-32.0
25000000,185,4,25.848003,1,2086,20796847,93.0,EuroTrip,6.5,656,1,2004,2,20,-4203153,-16.812611999999998
25000000,6,4,7.538513,17,2086,15431177,120.0,The Greatest Game Ever Played,6.9,110,1,2005,9,30,-9568823,-38.275292
30000000,4,4,21.606001,1,2086,33333531,115.0,The Box,5.4,597,1,2009,9,17,3333531,11.11177
25000000,185,4,3.707511,1,2086,24362772,108.0,The Next Best Thing,4.3,29,1,2000,3,3,-637228,-2.548912
25000000,5,4,7.001176,1,2086,19829957,107.0,My Soul to Take,5.2,147,1,2010,10,8,-5170043,-20.680172
25000000,185,4,39.784026,1,2086,30411183,108.0,The Girl Next Door,6.3,824,1,2004,4,9,5411183,21.644732
25000000,19,4,10.115011,28,2086,51702483,100.0,Maximum Risk,5.2,101,1,1996,9,13,26702483,106.809932
25000000,12,4,32.854557,1,4,42972994,131.0,Legend,6.7,973,1,2015,9,9,17972994,71.891976
28000000,60,4,8.363702,1,2086,10126458,91.0,Shark Night,4.9,132,1,2011,9,2,-17873542,-63.83407857142858
25,195,4,4.88794,1,6,13,145.0,Angela's Ashes,7.0,59,1,1999,12,25,-12,-48.0
25000000,195,4,14.17009,1,2086,28831145,109.0,Draft Day,6.5,304,1,2014,4,11,3831145,15.32458
25000000,1,4,9.169271,1,2086,15478800,122.0,The Conspirator,6.2,137,1,2010,9,10,-9521200,-38.0848
25000000,195,4,8.127728,1,93,13411957,107.0,Lords of Dogtown,7.0,210,1,2005,6,3,-11588043,-46.352172
25000000,32,4,10.699952,1,1,24902723,120.0,The 33,6.0,378,1,2015,8,6,-97277,-0.389108
25000000,1,4,29.796394,1,2086,11000000,99.0,Big Trouble in Little China,7.1,705,1,1986,5,30,-14000000,-56.00000000000001
25000000,8,4,51.915025,1,2086,23057115,140.0,Warrior,7.7,1272,1,2011,9,9,-1942885,-7.771540000000001
28000000,34,4,8.314624,1,2,16900000,132.0,Michael Collins,6.7,97,1,1996,10,25,-11100000,-39.64285714285714
25000000,13,4,4.002579,1,2086,11207130,113.0,Stop-Loss,6.1,82,1,2008,3,28,-13792870,-55.171479999999995
25000000,11,4,3.888776,1,36,10719357,99.0,Abandon,4.6,45,1,2002,10,14,-14280643,-57.122572000000005
25000000,34,4,7.296459,1,2086,13000000,100.0,Brokedown Palace,6.2,111,1,1999,8,13,-12000000,-48.0
14000000,60,4,21.680424,1,13,85446075,92.0,The Possession,5.8,498,1,2012,8,30,71446075,510.3291071428571
25000000,15,4,7.946769,6,2086,10070000,105.0,Mrs. Winterbourne,5.3,25,1,1996,4,19,-14930000,-59.72
25000000,34,4,7.473455,1,2086,10324441,110.0,Straw Dogs,5.5,144,1,2011,9,16,-14675559,-58.702236
25000000,68,4,5.073536,1,2086,11772461,116.0,The Hoax,6.4,60,1,2006,10,14,-13227539,-52.910156
32000000,7,4,41.075532,1,2086,27635305,111.0,The Road,6.8,1087,1,2009,11,25,-4364695,-13.639671875000001
25000000,1,4,8.186936,1,2086,4064495,98.0,Tank Girl,5.5,138,1,1995,3,31,-20935505,-83.74202
25000000,2,4,17.603823,1,1,19844979,121.0,Blindness,6.4,387,1,2008,5,14,-5155021,-20.620084
25000000,1,4,7.008216,1,2086,2405420,95.0,BloodRayne,3.5,118,1,2005,10,22,-22594580,-90.37832
25000000,68,4,20.011435,1,1,27603069,80.0,Carnage,7.0,738,1,2011,9,16,2603069,10.412276
25000000,195,4,3.849873,1,2086,777423,117.0,Without Limits,6.2,19,1,1998,9,11,-24222577,-96.890308
25000000,61,4,3.593165,1,2086,2336172,114.0,Me and Orson Welles,6.6,49,1,2009,11,25,-22663828,-90.655312
13500000,1,4,30.058263,1,3,19255873,124.0,The Best Offer,7.7,704,1,2013,1,1,5755873,42.636096296296294
25000000,22,4,17.339852,1,2086,10589102,122.0,The Bad Lieutenant: Port of Call - New Orleans,6.0,326,1,2009,9,11,-14410898,-57.643592
25000000,68,7,15.279021,1,19,48531470,154.0,Little White Lies,7.1,380,1,2010,10,20,23531470,94.12588
25000000,5,21,5.753564,1,2,6500000,85.0,Space Dogs,6.3,10,1,2010,3,18,-18500000,-74.0
25000000,11,4,35.022029,1,141,71009334,117.0,The Counselor,5.0,712,1,2013,10,25,46009334,184.037336
25000000,1,4,1.894749,1,1,3052000,128.0,Waterloo,7.0,31,1,1970,10,26,-21948000,-87.792
14000000,89,4,14.480628,1,141,34670720,119.0,Dangerous Liaisons,7.0,257,1,1988,12,16,20670720,147.648
25000000,7,4,14.613152,1,1,8784318,137.0,On the Road,5.5,301,1,2012,5,22,-16215682,-64.862728
24000000,1,4,22.258428,46,2086,133000000,119.0,Star Trek IV: The Voyage Home,6.9,477,1,1986,11,25,109000000,454.1666666666667
24000000,195,4,30.445257,1,2086,155721132,102.0,Rocky Balboa,6.5,835,1,2006,12,20,131721132,548.83805
24000000,13,4,35.244037,1,2086,172363301,120.0,Scream 2,6.1,840,1,1997,12,9,148363301,618.1804208333333
25000000,3,4,15.333575,1,2086,1397284,98.0,Jane Got a Gun,5.4,285,1,2016,1,1,-23602716,-94.410864
24000000,82,4,15.237142,2,2086,70181428,105.0,Think Like a Man Too,6.4,225,1,2014,6,20,46181428,192.42261666666667
41300000,19,4,23.441135,1,66,106371651,98.0,The Whole Nine Yards,6.2,531,1,2000,2,18,65071651,157.5584769975787
8200000,3,4,25.03414,1,2086,80035402,107.0,Footloose,6.4,505,1,1984,2,17,71835402,876.0414878048781
24000000,185,4,24.70166,2,2086,87055349,91.0,Old School,6.6,541,1,2003,2,21,63055349,262.7306208333333
24000000,68,4,16.146572,6,2086,41895491,137.0,The Fisher King,7.2,341,1,1991,9,9,17895491,74.56454583333333
65000000,17,4,20.793026,1,2086,40002112,100.0,I Still Know What You Did Last Summer,5.1,374,1,1998,11,13,-24997888,-38.45828923076923
24000000,6,4,5.771479,1,2086,36609995,115.0,Return to Me,6.1,67,1,2000,4,7,12609995,52.54164583333333
24000000,185,4,27.326466,1,2086,42105111,102.0,Zack and Miri Make a Porno,6.1,721,1,2008,9,18,18105111,75.4379625
