budget,genres,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
806948,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 612, ""name"": ""hotel""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1859, ""name"": ""arizona""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 2217, ""name"": ""rain""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11677, ""name"": ""secretary""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 13112, ""name"": ""murderer""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 233450, ""name"": ""proto-slasher""}]",en,93.067866,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Shamley Productions"", ""id"": 10717}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1960-06-16,32000000,109.0,Psycho,8.2,2320
20000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 248, ""name"": ""date""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 4394, ""name"": ""test""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6060, ""name"": ""insult""}, {""id"": 6593, ""name"": ""stripper""}, {""id"": 6946, ""name"": ""blonde""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14595, ""name"": ""lap dance""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,17.145287,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""New Wave Entertainment"", ""id"": 2953}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Terra Firma Films"", ""id"": 7948}, {""name"": ""Superfinger Entertainment"", ""id"": 12020}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-19,36620508,101.0,My Best Friend's Girl,5.4,220
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 188237, ""name"": ""teenage romance""}]",en,27.256849,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fake Empire"", ""id"": 13204}, {""name"": ""Bluegrass Films"", ""id"": 13778}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-02-12,34077920,103.0,Endless Love,6.7,542
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 5987, ""name"": ""grandmother granddaughter relationship""}, {""id"": 10505, ""name"": ""promiscuity""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 18255, ""name"": ""rural""}, {""id"": 187536, ""name"": ""veterinary clinic""}, {""id"": 208703, ""name"": ""rebellious teenager""}]",en,7.878177,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-11,0,113.0,Georgia Rule,5.6,130
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",[],en,0.173964,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-07-31,2297493,98.0,Under the Rainbow,4.9,7
20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 305, ""name"": ""moon""}, {""id"": 345, ""name"": ""monk""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 2637, ""name"": ""bishop""}, {""id"": 2638, ""name"": ""cathedral""}, {""id"": 2639, ""name"": ""falcon""}, {""id"": 2640, ""name"": ""twilight""}, {""id"": 2642, ""name"": ""solar eclipse""}, {""id"": 9727, ""name"": ""thief""}]",en,14.370111,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-03-27,18432000,121.0,Ladyhawke,6.8,260
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 183886, ""name"": ""illegitimate son""}]",en,11.090254,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-09-11,18253415,114.0,Simon Birch,6.5,52
20000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 2246, ""name"": ""confidence""}, {""id"": 2754, ""name"": ""trauma""}, {""id"": 2982, ""name"": ""leaving one's family""}, {""id"": 3321, ""name"": ""childhood memory""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 5597, ""name"": ""war on terror""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6381, ""name"": ""loss of daughter""}, {""id"": 6511, ""name"": ""alone""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 18035, ""name"": ""family""}]",en,20.82778,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sunlight Productions"", ""id"": 3800}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Madison 23"", ""id"": 11708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-23,22222308,124.0,Reign Over Me,7.1,334
15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 255, ""name"": ""male nudity""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1890, ""name"": ""camping""}, {""id"": 2630, ""name"": ""cutting the cord""}, {""id"": 2796, ""name"": ""self-discovery""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9772, ""name"": ""pubic hair""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 189092, ""name"": ""journey""}]",en,43.644978,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""Into the Wild"", ""id"": 41051}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-11,56255142,148.0,Into the Wild,7.8,3045
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 248, ""name"": ""date""}, {""id"": 271, ""name"": ""competition""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 1310, ""name"": ""mentor""}, {""id"": 154781, ""name"": ""traffic policeman""}]",en,8.244324,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-29,17807569,100.0,School for Scoundrels,5.6,111
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12446, ""name"": ""another dimension""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 157690, ""name"": ""mall""}, {""id"": 177872, ""name"": ""occult ritual""}, {""id"": 177875, ""name"": ""dark carnival""}, {""id"": 177877, ""name"": ""occult torture""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,23.292761,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Konami Corporation Ltd."", ""id"": 343}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2012-10-10,52302796,94.0,Silent Hill: Revelation 3D,5.0,432
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 246, ""name"": ""dancing""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 459, ""name"": ""sexual obsession""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3649, ""name"": ""holy water""}, {""id"": 4063, ""name"": ""siege""}, {""id"": 6593, ""name"": ""stripper""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 18072, ""name"": ""preacher""}, {""id"": 18233, ""name"": ""hostage situation""}, {""id"": 41380, ""name"": ""crucifix""}, {""id"": 163795, ""name"": ""recreational vehicle""}, {""id"": 167664, ""name"": ""blood spurting""}, {""id"": 168152, ""name"": ""convenience store""}, {""id"": 174878, ""name"": ""female vampire""}, {""id"": 188711, ""name"": ""mexican american border""}, {""id"": 191441, ""name"": ""nightclub entertainer""}, {""id"": 227811, ""name"": ""boa constrictor""}]",en,64.181668,"[{""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Los Hooligans Productions"", ""id"": 11705}, {""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-01-19,25836616,108.0,From Dusk Till Dawn,6.9,1603
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",[],en,9.03154,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-11,0,68.0,Pooh's Heffalump Movie,6.4,88
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 2672, ""name"": ""baltimore""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 7629, ""name"": ""family clan""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 171760, ""name"": ""generations conflict""}, {""id"": 187056, ""name"": ""woman director""}]",en,4.031585,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Egg Pictures"", ""id"": 802}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-11-02,17519169,103.0,Home for the Holidays,6.3,39
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 780, ""name"": ""kung fu""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 11032, ""name"": ""defense""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 33699, ""name"": ""policeman""}, {""id"": 236316, ""name"": ""anarchic comedy""}]",cn,13.658985,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2004-02-10,100914445,99.0,Kung Fu Hustle,7.2,831
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4507, ""name"": ""clowning""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 11514, ""name"": ""social satire""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,6.908351,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-26,0,88.0,The Country Bears,4.3,20
20000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 1228, ""name"": ""1970s""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 6650, ""name"": ""hang gliding""}, {""id"": 7158, ""name"": ""war in afghanistan""}, {""id"": 7955, ""name"": ""taliban""}, {""id"": 7956, ""name"": ""cowardice""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 208349, ""name"": ""child""}]",en,10.446722,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""MacDonald/Parkes Productions"", ""id"": 384}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Wonderland Films"", ""id"": 2299}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Ebeling Group"", ""id"": 11392}, {""name"": ""Beijing Happy Pictures Cultural Communications Co."", ""id"": 11553}, {""name"": ""Kite Runner Holdings"", ""id"": 29031}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-14,73276047,128.0,The Kite Runner,7.3,394
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 314, ""name"": ""life and death""}, {""id"": 741, ""name"": ""transplantation""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1333, ""name"": ""desperation""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1591, ""name"": ""ex-detainee""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 9844, ""name"": ""car crash""}]",en,32.243357,"[{""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Y Productions"", ""id"": 10887}, {""name"": ""Mediana Productions Filmgesellschaft"", ""id"": 10888}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-06,60427839,124.0,21 Grams,7.2,918
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 10183, ""name"": ""independent film""}]",en,9.149089,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Icon Entertainment International"", ""id"": 4564}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-03,16605763,84.0,Paparazzi,5.8,52
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 1338, ""name"": ""bachelor""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 6256, ""name"": ""truth""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12541, ""name"": ""misunderstanding""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 208764, ""name"": ""fianc\u00e9e""}]",en,5.596835,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""David Ladd Films"", ""id"": 21447}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-17,17432163,101.0,A Guy Thing,5.3,83
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 3616, ""name"": ""college""}, {""id"": 178226, ""name"": ""lost and found""}, {""id"": 178229, ""name"": ""older brother younger sister""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 207844, ""name"": ""college student""}]",en,5.214408,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-21,0,98.0,Loser,5.0,120
20000000,"[{""id"": 99, ""name"": ""Documentary""}]","[{""id"": 279, ""name"": ""usa""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 2110, ""name"": ""capitalist""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 6050, ""name"": ""criticism and blame""}, {""id"": 6126, ""name"": ""banking""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14737, ""name"": ""economics""}, {""id"": 188950, ""name"": ""corporation""}]",en,10.50098,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Paramount Vantage"", ""id"": 838}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-06,17436509,120.0,Capitalism: A Love Story,7.0,167
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","[{""id"": 2974, ""name"": ""jesus christ""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6917, ""name"": ""epic""}]",en,3.011205,"[{""name"": ""George Stevens Productions"", ""id"": 13579}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1965-02-15,15473333,199.0,The Greatest Story Ever Told,6.5,41
19500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 1812, ""name"": ""fbi""}, {""id"": 156948, ""name"": ""missing child""}]",en,15.012237,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""STX Entertainment"", ""id"": 47729}, {""name"": ""Route One Entertainment"", ""id"": 80834}, {""name"": ""Union Investment Partners"", ""id"": 88607}, {""name"": ""SITE Productions"", ""id"": 88608}, {""name"": ""Willie's Movies"", ""id"": 88609}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-14,34854990,111.0,Secret in Their Eyes,6.2,336
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 5096, ""name"": ""natural disaster""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 156240, ""name"": ""mortal danger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,16.238961,"[{""name"": ""Grosvenor Park Media Ltd."", ""id"": 2053}, {""name"": ""LionsGate"", ""id"": 7571}, {""name"": ""3 in the Box"", ""id"": 19248}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-29,14109284,87.0,Disaster Movie,3.0,240
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 642, ""name"": ""robbery""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 974, ""name"": ""bank""}, {""id"": 4898, ""name"": ""armored car""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 10051, ""name"": ""heist""}]",en,15.21229,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Stars Road Entertainment"", ""id"": 8931}, {""name"": ""Farah Films & Management"", ""id"": 11249}, {""name"": ""Buckaroo Entertainment"", ""id"": 11250}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-04,22942221,88.0,Armored,5.5,208
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 974, ""name"": ""bank""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 33705, ""name"": ""agent""}]",en,6.397042,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Taurus Films"", ""id"": 897}, {""name"": ""Polar Productions"", ""id"": 3415}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-14,13801755,97.0,The Man Who Knew Too Little,6.5,125
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3090, ""name"": ""loser""}, {""id"": 4620, ""name"": ""magazine""}, {""id"": 9094, ""name"": ""womanizer""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 11112, ""name"": ""search""}, {""id"": 156478, ""name"": ""boyfriend""}, {""id"": 162271, ""name"": ""husband""}, {""id"": 202429, ""name"": ""fired""}, {""id"": 224876, ""name"": ""past relationship""}]",en,19.220789,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-30,30426096,106.0,What's Your Number?,6.2,671
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 840, ""name"": ""usa president""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2689, ""name"": ""dementia""}, {""id"": 2964, ""name"": ""future""}, {""id"": 9882, ""name"": ""space""}, {""id"": 15234, ""name"": ""convict""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 156039, ""name"": ""space station""}, {""id"": 190004, ""name"": ""collision in space""}, {""id"": 190005, ""name"": ""year 2079""}]",en,35.232278,"[{""name"": ""Canal+"", ""id"": 5358}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Cin\u00e9+"", ""id"": 10611}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2012-04-12,32204030,95.0,Lockout,5.8,715
40000000,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 931, ""name"": ""jealousy""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13025, ""name"": ""milliionaire""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 155624, ""name"": ""envy""}, {""id"": 159496, ""name"": ""golden egg""}]",en,9.842771,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}, {""name"": ""Baltimore Spring Creek Productions"", ""id"": 16061}, {""name"": ""Nu Image / Millennium Films"", ""id"": 25473}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-30,0,99.0,Envy,4.8,139
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 293, ""name"": ""female nudity""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 643, ""name"": ""horse race""}, {""id"": 2860, ""name"": ""heart""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 5157, ""name"": ""electric shock""}, {""id"": 7671, ""name"": ""godzilla""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10217, ""name"": ""tourette syndrome""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11512, ""name"": ""public sex""}, {""id"": 11732, ""name"": ""cigarette smoking""}, {""id"": 12545, ""name"": ""mansion""}, {""id"": 13040, ""name"": ""electrocution""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 157959, ""name"": ""surgery""}, {""id"": 160868, ""name"": ""taser""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 214655, ""name"": ""absurdism""}, {""id"": 226738, ""name"": ""ultraviolence""}]",en,35.542809,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Radical Media"", ""id"": 11152}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-16,34560577,96.0,Crank: High Voltage,5.9,861
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1808, ""name"": ""lover (female)""}, {""id"": 2276, ""name"": ""talent""}, {""id"": 6220, ""name"": ""mafia boss""}, {""id"": 10818, ""name"": ""author""}]",en,7.829295,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-10-14,0,98.0,Bullets Over Broadway,7.0,130
20000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 10345, ""name"": ""esther""}]",en,3.476925,"[{""name"": ""Gener8Xion Entertainment"", ""id"": 3957}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-13,13391174,123.0,One Night with the King,6.1,12
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 321, ""name"": ""terror""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 1808, ""name"": ""lover (female)""}, {""id"": 4119, ""name"": ""saigon""}, {""id"": 7983, ""name"": ""indochina""}]",en,5.133744,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Mirage Enterprises"", ""id"": 932}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-22,27674124,101.0,The Quiet American,6.4,81
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 2136, ""name"": ""television""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5905, ""name"": ""father""}, {""id"": 6340, ""name"": ""weatherman""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 7832, ""name"": ""wettermann""}]",en,14.031377,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG"", ""id"": 11930}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-20,12482775,101.0,The Weather Man,6.0,289
