budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast
53000000,"Drama, Romance, Thriller",en,6.454634,"Epsilon Motion Pictures, Morgan Creek Productions, The Canton Company, AE Two Film Productions, Angel Eyes Productions",United States of America,2001-05-15,29700000,102.0,Angel Eyes,5.6,88,"Jennifer Lopez, Jim Caviezel, Jeremy Sisto, Terrence Howard, Victor Argo, Monet Mazur, Shirley Knight, Daniel Magder, Guylaine St-Onge"
38000000,"Horror, Mystery, Thriller",en,30.359164,"Bac Films, Kino Vision, Orly Films, R.P. Productions, Artisan Entertainment, Origen Producciones Cinematograficas S.A., TF1 Films Production, Canal+","France, Portugal, Spain",1999-08-24,58401898,133.0,The Ninth Gate,6.3,756,"Johnny Depp, Frank Langella, Lena Olin, Emmanuelle Seigner, Barbara Jefford, Jack Taylor, James Russo, Willy Holt, Allen Garfield"
38000000,"Drama, Thriller",en,3.426555,"Columbia Pictures, Castle Rock Entertainment, Simian Films",United States of America,1996-09-27,17380126,118.0,Extreme Measures,5.7,80,"Hugh Grant, Gene Hackman, Sarah Jessica Parker, David Morse, Bill Nunn, John Toles-Bey, Paul Guilfoyle, Debra Monk, Shaun Austin-Olsen"
57000000,"Music, Drama, Comedy",en,11.60815,"Bel Air Entertainment, Warner Bros., Robert Lawrence Productions, Metal Productions Inc., Maysville Pictures",United States of America,2001-09-04,16991902,105.0,Rock Star,6.0,190,"Mark Wahlberg, Jennifer Aniston, Jason Flemyng, Dominic West, Jason Bonham, Zakk Wylde, Jeff Pilson, Timothy Olyphant, Beth Grant, Timothy Spall"
10000000,Drama,en,18.664624,Smokewood Entertainment Group,United States of America,2009-11-06,47536959,110.0,Precious,6.9,417,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey, Lenny Kravitz, Sherri Shepherd, Stephanie Andujar, Chyna Layne, Amina Robinson, Xosha Roquemore"
38000000,"Action, Drama",en,10.047579,"Hollywood Pictures, Largo Entertainment, Scott Free Productions",United States of America,1996-02-02,10300000,129.0,White Squall,6.3,86,"Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf, Jeremy Sisto, Ryan Phillippe, David Lascher, David Lascher, Eric Michael Cole, Jason Marsden"
15000000,"Horror, Mystery, Science Fiction",en,52.731379,"Universal Pictures, Turman-Foster Company",United States of America,1982-06-25,19629760,109.0,The Thing,7.8,1588,"Kurt Russell, Keith David, Wilford Brimley, Donald Moffat, Richard Dysart, Charles Hallahan, T. K. Carter, David Clennon, Peter Maloney, Richard Masur"
38000000,"Science Fiction, Action, Thriller",en,46.630062,"One Race Productions, Radar Pictures, Riddick Canada Productions",United States of America,2013-09-02,98337295,119.0,Riddick,6.2,2035,"Vin Diesel, Karl Urban, Katee Sackhoff, Bokeem Woodbine, Nolan Gerard Funk, Noah Danby, Keri Hilson, Neil Napier, Dave Bautista"
37000000,"Action, Adventure, Mystery, Thriller",en,4.131546,"Paramount Pictures, Pacific Western, Rysher Entertainment",United States of America,1997-10-31,6482195,118.0,Switchback,5.8,52,"Dennis Quaid, Danny Glover, R. Lee Ermey, Claudia Stedelin, Brent Hinkley, Jared Leto, Ian Nelson, Walton Goggins, Ted Levine, Louis Schaefer"
55000000,"Adventure, Family, Fantasy",en,23.465539,"Playtone, Walden Media",United States of America,2008-10-07,17869048,90.0,City of Ember,6.2,605,"Saoirse Ronan, Harry Treadaway, Mary Kay Place, Bill Murray, Martin Landau, Toby Jones, Tim Robbins, David Ryall, Ian McElhinney, B.J. Hogg"
32000000,Drama,en,25.682509,"Ghoulardi Film Company, The Weinstein Company, Annapurna Pictures",United States of America,2012-09-07,28258060,137.0,The Master,7.0,701,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Jesse Plemons, Ambyr Childers, Rami Malek, Madisen Beaty, Kevin J. O'Connor, Patty McCormack"
38000000,"Adventure, Action, Comedy, Romance",en,6.760922,"Ingenious Film Partners, Dino de Laurentiis Cinematografica, Dino De Laurentiis Company, Zephyr Films, Red Lion Sarl, Carthago Films S.a.r.l.","Luxembourg, Italy, France, United Kingdom",2007-12-17,5410749,93.0,Virgin Territory,4.3,75,"Ryan Cartwright, Hayden Christensen, Mischa Barton, Jay Villiers, Christopher Egan, Tim Roth, Craig Parkinson, Silvia Colloca, Chiara Gensini"
40000000,Drama,en,3.87823,"Davis Entertainment, Relativity Media, IDEA Filmproduktions","Germany, United States of America",2008-10-10,9793496,130.0,The Express,7.1,71,"Rob Brown, Dennis Quaid, Darrin Henson, Charles S. Dutton, Aunjanue Ellis, Omar Benson Miller, Clancy Brown, Chadwick Boseman"
38000000,"Adventure, Science Fiction",en,57.889964,"Columbia Pictures, GK Films, Material Pictures, LStar Capital",United States of America,2016-01-14,109906372,112.0,The 5th Wave,5.6,1945,"Nick Robinson, Alex Roe, Maika Monroe, Zackary Arthur, Liev Schreiber, Maria Bello, Maggie Siff, Ron Livingston, Talitha Bateman"
37000000,Drama,en,57.773583,"New Line Cinema, Warner Bros., Metro-Goldwyn-Mayer (MGM), Chartoff Winkler Productions",United States of America,2015-11-25,173567581,133.0,Creed,7.3,1915,"Michael B. Jordan, Sylvester Stallone, Graham McTavish, Tessa Thompson, Hans Marrero, Will Blagrove, Tony Bellew, Ritchie Coster, Jacob 'Stitch' Duran"
37000000,"Crime, Drama, Thriller",en,24.218358,"Legendary Pictures, GK Films, Thunder Road Pictures, Warner Bros.",United States of America,2010-09-15,154026136,125.0,The Town,7.0,1468,"Ben Affleck, Rebecca Hall, Jeremy Renner, Jon Hamm, Blake Lively, Owen Burke, Titus Welliver, Pete Postlethwaite, Chris Cooper, Corena Chase"
40000000,"Romance, Comedy, Drama",en,27.009723,"Alcon Entertainment, Lionsgate, Phoenix Pictures, What to Expect Productions",United States of America,2012-05-17,79700000,110.0,What to Expect When You're Expecting,5.8,594,"Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Anna Kendrick, Brooklyn Decker, Matthew Morrison, Rodrigo Santoro, Ben Falcone, Dennis Quaid, Chace Crawford"
37000000,"Comedy, Drama",en,31.941347,"Mike Zoss Productions, Studio Canal, Relativity Media, Focus Features, Working Title Films","United States of America, United Kingdom, France",2008-09-05,163720069,96.0,Burn After Reading,6.5,1222,"George Clooney, Frances McDormand, Brad Pitt, John Malkovich, Tilda Swinton, Richard Jenkins, Elizabeth Marvel, David Rasche, J.K. Simmons, Olek Krupa"
37000000,"Adventure, Comedy, Family, Fantasy",en,14.353279,Walden Media,United States of America,2008-04-03,100076342,96.0,Nim's Island,5.6,330,"Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman, Mark Brady, Anthony Simcoe, Christopher James Baker, Maddison Joyce, Peter Callan, Rhonda Doyle"
38000000,"Drama, Action",en,33.003828,"Revolution Films, Working Title Films, Cross Creek Pictures, Exclusive Media Group, Double Negative","Germany, United Kingdom",2013-09-02,90247624,123.0,Rush,7.7,2277,"Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara, Natalie Dormer, Christian McKay, Tom Wlaschiha, Pierfrancesco Favino, David Calder, Stephen Mangan"
37000000,Drama,en,30.993736,"New Line Cinema, Ghoulardi Film Company, The Magnolia Project",United States of America,1999-12-08,48451803,188.0,Magnolia,7.5,825,"Julianne Moore, William H. Macy, John C. Reilly, Tom Cruise, Philip Baker Hall, Philip Seymour Hoffman, Jason Robards, Alfred Molina, Melora Walters, Michael Bowen"
30000000,"Action, Comedy, Crime",en,25.825771,Warner Bros.,United States of America,2010-02-26,55583804,107.0,Cop Out,5.3,511,"Bruce Willis, Tracy Morgan, Seann William Scott, Michelle Trachtenberg, Jason Lee, Kevin Pollak, Adam Brody, Ana de la Reguera, Rashida Jones"
38000000,"Comedy, Romance",en,46.078371,"New Line Cinema, Flower Films, Metro-Goldwyn-Mayer Pictures",United States of America,2016-01-21,112343513,110.0,How to Be Single,5.9,1201,"Dakota Johnson, Rebel Wilson, Alison Brie, Nicholas Braun, Damon Wayans Jr., Anders Holm, Jake Lacy, Jason Mantzoukas, Leslie Mann, Maria Breyman"
37000000,"Drama, Family",en,6.63839,"Alcon Entertainment, Arc Productions",United States of America,2011-09-23,95404397,113.0,Dolphin Tale,6.7,163,"Morgan Freeman, Ashley Judd, Harry Connick Jr., Nathan Gamble, Kris Kristofferson, Ray McKinnon, Frances Sternhagen, Cozi Zuehlsdorff, Nicholas Turner Martin, Carlos Jorge Guerrero"
37000000,"Adventure, Fantasy, Drama, Romance",en,127.084938,"Summit Entertainment, Maverick Films, Imprint Entertainment, Goldcrest Pictures, Temple Hill Entertainment, Twilight Productions",United States of America,2008-11-20,392616625,122.0,Twilight,5.8,3561,"Kristen Stewart, Robert Pattinson, Billy Burke, Taylor Lautner, Peter Facinelli, Ashley Greene, Jackson Rathbone, Elizabeth Reaser, Kellan Lutz, Nikki Reed"
36000000,"Drama, Thriller, Crime",en,27.465433,"New Line Cinema, Burg/Koules Productions, Evolution Entertainment",United States of America,2002-02-15,102244770,116.0,John Q,7.0,594,"Denzel Washington, Robert Duvall, Anne Heche, Kimberly Elise, Daniel E. Smith, Larissa Laskin, James Woods, Ethan Suplee, Shawn Hatosy, Heather Wahlquist"
65000000,"Action, Comedy, Crime",en,16.865782,Columbia Pictures,"Germany, United States of America",1999-09-17,117758500,93.0,Blue Streak,6.1,352,"Martin Lawrence, Luke Wilson, Dave Chappelle, Peter Greene, Nicole Ari Parker, William Forsythe, Graham Beckel, Robert Miranda, Olek Krupa, Saverio Guerra"
37000000,"Comedy, Crime",en,100.348805,"New Line Cinema, BenderSpink, Heyday Films, Newman/Tooley Films, Vincent Newman Entertainment, Slap Happy Productions (II)",United States of America,2013-08-07,269994119,110.0,We're the Millers,6.8,2972,"Jason Sudeikis, Jennifer Aniston, Will Poulter, Emma Roberts, Ed Helms, Nick Offerman, Thomas Lennon, Kathryn Hahn, Molly C. Quinn, Tomer Sisley"
36500000,"Action, Fantasy, Science Fiction, Thriller",ru,2.785832,"Art Pictures Studio, Non-Stop Productions, Telekanal STS, Premiere Stealth Rights",Russia,2008-12-18,21834845,115.0,The Inhabited Island,5.3,23,"Vasily Stepanov, Pyotr Fyodorov, Fyodor Bondarchuk, Sergey Garmash, Mikhail Evlanov, Anna Mikhalkova, Sergei Barkovsky, Maksim Sukhanov, Ignat Akrachkov"
36000000,"Drama, Action, Thriller",en,9.176339,"Paramount Pictures, Dino De Laurentiis Company, Spelling Films",United States of America,1997-05-02,50159144,95.0,Breakdown,6.6,198,"Kurt Russell, J. T. Walsh, Kathleen Quinlan, M.C. Gainey, Jack Noseworthy, Rex Linn, Ritch Brinkley, Moira Harris, Kim Robillard, Thomas Kopache"
36000000,"Adventure, Action, Thriller",en,23.380757,"PSO International, TaliaFilm II Productions, Woodcote","Germany, United Kingdom, United States of America",1983-10-07,160000000,134.0,Never Say Never Again,5.8,338,"Sean Connery, Kim Basinger, Klaus Maria Brandauer, Edward Fox, Barbara Carrera, Max von Sydow, Bernie Casey, Alec McCowen, Pamela Salem, Rowan Atkinson"
36000000,"Science Fiction, Comedy, Adventure",en,33.926473,"United Artists, Metro-Goldwyn-Mayer (MGM), New Crime Productions",United States of America,2010-03-26,64572262,101.0,Hot Tub Time Machine,6.0,894,"John Cusack, Lizzy Caplan, Rob Corddry, Craig Robinson, Clark Duke, Chevy Chase, Sebastian Stan, Collette Wolfe, Lyndsy Fonseca, Crispin Glover"
36000000,"Family, Drama",en,6.967857,"Alcon Entertainment, Color Force, Boxing Cat Films, St. Petersburg Clearwater Film Commission",United States of America,2014-09-12,52424533,107.0,Dolphin Tale 2,6.7,96,"Morgan Freeman, Ashley Judd, Nathan Gamble, Cozi Zuehlsdorff, Harry Connick Jr., Kris Kristofferson, Bethany Hamilton, Austin Stowell, Austin Highsmith, Denisea Wilson"
42000000,Thriller,en,11.470135,"Dimension Films, Marty Katz Productions",United States of America,2000-02-25,32168970,124.0,Reindeer Games,5.4,173,"Ben Affleck, Gary Sinise, Charlize Theron, Dennis Farina, Donal Logue, Danny Trejo, Isaac Hayes, James Frain, Dana Stubblefield, Mark Acheson"
36000000,"Action, Drama",en,19.854932,"New Line Cinema, Newman/Tooley Films, Joseph Nittolo Entertainment, ""DIA"" Productions GmbH & Co. KG","Germany, United States of America",2003-04-04,44350926,109.0,A Man Apart,5.8,258,"Vin Diesel, Larenz Tate, Timothy Olyphant, Geno Silva, Jacqueline Obradors, Steve Eastin, Jeff Kober, Mike Moroff"
37000000,"Drama, Comedy, Romance",en,29.652536,"Scott Rudin Productions, Vinyl Films",United States of America,2015-05-27,26250020,105.0,Aloha,5.2,692,"Bradley Cooper, Emma Stone, Rachel McAdams, Bill Murray, John Krasinski, Danny McBride, Alec Baldwin, Bill Camp, Jaeden Lieberher, Danielle Rose Russell"
37000000,"Drama, Thriller, Horror",en,11.492474,"New Line Cinema, Contrafilm, Mid Atlantic Films, Hungarian National Film Office, Lazio Film Commission, Rome Film Commission, Italian Tax Credit","United States of America, Hungary, Italy",2011-01-28,96047633,114.0,The Rite,5.8,556,"Anthony Hopkins, Colin O'Donoghue, Alice Braga, Toby Jones, Rutger Hauer, Marta Gastini, Maria Grazia Cucinotta, Arianna Veronesi, Andrea Calligari"
36000000,"Thriller, Science Fiction, Mystery, Romance",en,70.398356,"Columbia Pictures, Jersey Films",United States of America,1997-09-07,12532777,106.0,Gattaca,7.5,1808,"Ethan Hawke, Jude Law, Gore Vidal, Uma Thurman, Alan Arkin, Xander Berkeley, Jayne Brook, William Lee Scott, Loren Dean, Ernest Borgnine"
36000000,"Drama, Comedy",de,1.068453,"Universal Pictures, Mutual Film Company, Toho Company, British Broadcasting Corporation (BBC), Marubeni, Lobell/Bergman Productions",United States of America,2000-01-28,3003296,95.0,Isn't She Great,4.6,14,"Bette Midler, Nathan Lane, Stockard Channing, David Hyde Pierce, John Cleese, John Larroquette, Amanda Peet, Dina Spybey-Waters"
37000000,"Animation, Family",en,6.293217,"Starz Media, Starz Animation, Odyssey Entertainment, Studiopolis, Vanguard Animation",United States of America,2008-07-17,63800345,81.0,Space Chimps,5.2,99,"Andy Samberg, Cheryl Hines, Jeff Daniels, Patrick Warburton, Kristin Chenoweth, Kenan Thompson, Zack Shada, Carlos Alazraqui, Omid Abtahi, Patrick Breen"
35000000,Comedy,en,82.21166,"Legendary Pictures, Green Hat Films, Warner Bros., IFP Westcoast Erste","Germany, United States of America",2009-06-05,459270619,100.0,The Hangover,7.2,6173,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Heather Graham, Sasha Barrese, Jeffrey Tambor, Ken Jeong, Rachael Harris, Mike Tyson"
36000000,"Action, Drama, History",cn,19.167377,Mandarin Films Distribution Co.,Hong Kong,2015-12-19,156844753,105.0,Ip Man 3,6.5,379,"Donnie Yen, Lynn Hung, Zhang Jin, Patrick Tam, Karena Ng, Kent Cheng, Louis Cheung, Leung Kar-Yan, Mike Tyson, Danny Chan Kwok-Kwan"
33000000,"Adventure, Comedy, Crime, Science Fiction",en,18.316151,"New Line Cinema, Eric's Boy",United States of America,1999-06-08,310940086,95.0,Austin Powers: The Spy Who Shagged Me,6.2,1011,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Gia Carides"
35000000,"Fantasy, Action",en,44.104469,"PolyGram Filmed Entertainment, The Guber-Peters Company, Warner Bros.","United Kingdom, United States of America",1989-06-23,411348924,126.0,Batman,7.0,2096,"Jack Nicholson, Michael Keaton, Kim Basinger, Michael Gough, Pat Hingle, Billy Dee Williams, Jack Palance, Jerry Hall, Tracey Walter, Lee Wallace"
35000000,"Adventure, Action, Comedy, Thriller, Crime",en,36.172182,"Silver Pictures, Warner Bros.",United States of America,1992-05-15,321731527,118.0,Lethal Weapon 3,6.4,811,"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo, Stuart Wilson, Steve Kahan, Mary Ellen Trainor, Darlene Love, Traci Wolfe, Ebonie Smith"
29000000,Drama,en,25.767395,"Alcon Entertainment, Left Tackle Pictures, Zucker/Netter Productions",United States of America,2009-11-20,309208309,129.0,The Blind Side,7.2,1597,"Sandra Bullock, Quinton Aaron, Kathy Bates, Tim McGraw, Jae Head, Lily Collins, Ray McKinnon, Kim Dickens, Adriane Lenox, Catherine Dyer"
35000000,"Action, Comedy, Family, Adventure",en,21.543389,"Dimension Films, Troublemaker Studios, Miramax",United States of America,2001-03-18,147934180,88.0,Spy Kids,5.5,867,"Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino, Alan Cumming, Teri Hatcher, Cheech Marin, Danny Trejo, Robert Patrick, Tony Shalhoub"
35000000,"Comedy, Crime",en,50.309843,"New Line Cinema, Rat Entertainment",United States of America,2011-07-08,117000000,98.0,Horrible Bosses,6.5,2277,"Jennifer Aniston, Jason Bateman, Charlie Day, Jason Sudeikis, Colin Farrell, Jamie Foxx, Donald Sutherland, Lindsay Sloane, John Francis Daley, Kevin Spacey"
38000000,"Drama, Adventure, Western",en,49.292384,"Paramount Pictures, Scott Rudin Productions, Mike Zoss Productions, Skydance Productions",United States of America,2010-12-22,252276927,110.0,True Grit,7.2,1668,"Jeff Bridges, Matt Damon, Josh Brolin, Barry Pepper, Hailee Steinfeld, Domhnall Gleeson, Bruce Green, Ed Lee Corbin, Roy Lee Jones, Paul Rae"
35000000,"Comedy, Drama, Romance",en,83.893257,"Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Peninsula Films, Fox 2000 Pictures",United States of America,2006-06-30,326551094,109.0,The Devil Wears Prada,7.0,3088,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci, Simon Baker, Adrian Grenier, Tracie Thoms, Rich Sommer, Daniel Sunjata, David Marshall Grant"
35000000,"Science Fiction, Adventure, Mystery",en,24.616634,Paramount Pictures,United States of America,1979-12-06,139000000,132.0,Star Trek: The Motion Picture,6.2,530,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Majel Barrett, Persis Khambatta, Stephen Collins"
35000000,"Comedy, Crime",en,34.005726,"Stuber Productions, Aggregate Films, DumbDumb",United States of America,2013-02-07,173965010,111.0,Identity Thief,5.6,1645,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet, T.I., Morris Chestnut, John Cho, Robert Patrick, Eric Stonestreet"
35000000,"Crime, Thriller",en,27.714043,"Universal Pictures, Amblin Entertainment, Cappa Productions, Tribeca Productions",United States of America,1991-11-15,182300000,128.0,Cape Fear,7.0,675,"Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis, Joe Don Baker, Robert Mitchum, Gregory Peck, Illeana Douglas, Fred Dalton Thompson, Zully Montero"
35000000,"Drama, Crime",en,45.149948,"Columbia Pictures, Relativity Media",United States of America,2008-03-27,69823199,123.0,21,6.5,1375,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari"
35000000,Comedy,en,72.774941,"Universal Pictures, Fuji Television Network, Dentsu, Apatow Productions",United States of America,2015-07-17,140795793,125.0,Trainwreck,5.9,1181,"Amy Schumer, Bill Hader, Brie Larson, Colin Quinn, Vanessa Bayer, Tilda Swinton, LeBron James, Mike Birbiglia, John Cena, Dave Attell"
35000000,"Comedy, Romance",en,3.74263,"Columbia Pictures, Regency Enterprises, 3 Arts Entertainment, Tall Trees Productions",United States of America,2005-03-25,68915888,105.0,Guess Who,5.5,225,"Bernie Mac, Ashton Kutcher, Zoe Saldana, Judith Scott, Hal Williams, Kellee Stewart, Jessica Cauffiel"
27000000,"Drama, Romance, War",en,29.381878,"Miramax Films, Tiger Moth Productions","United Kingdom, United States of America",1996-11-14,231976425,162.0,The English Patient,7.0,542,"Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas, Naveen Andrews, Colin Firth, Julian Wadham, Torri Higginson, Kevin Whately"
35000000,"Crime, Drama, Mystery, Thriller",en,24.860326,"Regency Enterprises, Wolper Organization, Warner Bros.",United States of America,1997-09-19,126216940,138.0,L.A. Confidential,7.7,1310,"Kevin Spacey, Guy Pearce, Danny DeVito, James Cromwell, Kim Basinger, Russell Crowe, David Strathairn, Ron Rifkin, Matt McCoy, Paul Guilfoyle"
35000000,"Adventure, Comedy, Family",en,11.041659,"Walt Disney Pictures, Gunn Films, Max Stronghold Productions Inc.",United States of America,2005-07-29,86369815,100.0,Sky High,5.8,550,"Michael Angarano, Kurt Russell, Kelly Preston, Danielle Panabaker, Kevin Heffernan, Dee Jay Daniels, Kelly Vitz, Mary Elizabeth Winstead, Lynda Carter, Bruce Campbell"
35000000,"Science Fiction, Horror, Action",en,23.607071,Metro-Goldwyn-Mayer (MGM),United States of America,1995-07-07,113374103,108.0,Species,5.5,453,"Natasha Henstridge, Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker, Michelle Williams, Marg Helgenberger, Jordan Lund, Herta Ware, William Utay"
1800000,Horror,en,38.204158,"New Line Cinema, Smart Egg Pictures",United States of America,1984-11-14,25504513,91.0,A Nightmare on Elm Street,7.2,1180,"John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss, Jsu Garcia, Johnny Depp, Robert Englund, Leslie Hoffman, Joe Unger, Charles Fleischer"
33000000,"Horror, Science Fiction, Thriller",en,25.413955,"New Line Cinema, Avery Pix, Radical Media, Katira Productions GmbH & Co. KG, Caro-McLeod","Germany, United States of America",2000-08-17,104155843,107.0,The Cell,6.0,436,"Jennifer Lopez, Vincent D'Onofrio, Vince Vaughn, Marianne Jean-Baptiste, Catherine Sutherland, James Gammon, Colton James, Dylan Baker, Gerry Becker, Musetta Vander"
35000000,Drama,en,9.525037,"Walt Disney Pictures, Fast Track Productions, Mayhem Pictures",United States of America,2010-08-20,60251371,123.0,Secretariat,6.8,103,"Diane Lane, John Malkovich, Scott Glenn, Dylan Walsh, Fred Dalton Thompson, Margo Martindale, Nelsan Ellis, James Cromwell, Otto Thorwarth, Michael Harding"
34000000,"Adventure, Animation, Comedy, Family",en,18.39217,"The Weinstein Company, Imagi Animation Studios, Warner Bros., Mirage Studios, Imagi Production",United States of America,2007-03-23,95608995,90.0,TMNT,6.0,345,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith, Patrick Stewart, Zhang Ziyi, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley"
32000000,Drama,en,9.254647,"Revolution Studios, Tollin/Robbins Productions",United States of America,2003-10-24,52277485,109.0,Radio,6.8,141,"Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson, Debra Winger, Chris Mulkey"
35000000,"Romance, Comedy",en,40.526587,"Castle Rock Entertainment, Screen Gems, Olive Bridge Entertainment",United States of America,2011-07-21,150483765,109.0,Friends with Benefits,6.5,2237,"Justin Timberlake, Mila Kunis, Patricia Clarkson, Woody Harrelson, Nolan Gould, Shaun White, Jenna Elfman, Bryan Greenberg, Richard Jenkins, Masi Oka"
35000000,Comedy,en,50.179171,"Universal Pictures, Perfect World Pictures, Point Grey Pictures, Good Universe",United States of America,2016-05-04,108758521,91.0,Neighbors 2: Sorority Rising,5.6,1462,"Seth Rogen, Rose Byrne, Zac Efron, Kiersey Clemons, Dave Franco, Ike Barinholtz, Carla Gallo, Christopher Mintz-Plasse, Beanie Feldstein"
35000000,"Comedy, Drama, History",en,31.957947,"Walt Disney Pictures, BBC Films, Ruby Films, Essential Media & Entertainment, Hopscotch Features","Australia, United Kingdom, United States of America",2013-11-16,112544580,125.0,Saving Mr. Banks,7.3,1226,"Emma Thompson, Tom Hanks, Paul Giamatti, Colin Farrell, Ruth Wilson, Jason Schwartzman, Bradley Whitford, Annie Rose Buckley, B. J. Novak, Kathy Baker"
34000000,"Drama, History",en,19.822791,"JVC Entertainment, 40 Acres & A Mule Filmworks, Warner Bros.",United States of America,1992-11-18,48169908,202.0,Malcolm X,7.2,370,"Denzel Washington, Angela Bassett, Albert Hall, Al Freeman, Jr., Delroy Lindo, Spike Lee, Theresa Randle, Kate Vernon, Lonette McKee, Tommy Hollis"
35000000,Comedy,en,38.429648,Apatow Productions,United States of America,2012-12-20,88058786,134.0,This Is 40,5.6,896,"Paul Rudd, Leslie Mann, Jason Segel, Maude Apatow, Megan Fox, Lena Dunham, Melissa McCarthy, Charlyne Yi, John Lithgow, Robert Smigel"
35000000,"Comedy, Family",en,13.707843,"Walt Disney Pictures, Tapestry Films",United States of America,2009-11-24,92219310,88.0,Old Dogs,5.2,210,"Robin Williams, John Travolta, Seth Green, Justin Long, Matt Dillon, Kelly Preston, Bernie Mac, Dax Shepard, Rita Wilson, Laura Allen"
35000000,"Fantasy, Action, Adventure, Science Fiction, Thriller",en,51.927471,"Lakeshore Entertainment, Screen Gems, Sketch Films, UW3 Film Productions",United States of America,2009-01-22,91353501,92.0,Underworld: Rise of the Lycans,6.2,1428,"Bill Nighy, Michael Sheen, Rhona Mitra, Shane Brolly, Steven Mackintosh, Kevin Grevioux, David Aston, Geraldine Brophy, Leighton Cardno, Alexander Carroll"
35000000,Comedy,en,14.503568,"Village Roadshow Pictures, Robert Simonds Productions, Warner Bros., Phoenix Pictures, Underground, Proposal Productions","Australia, United States of America",2007-07-04,69307224,91.0,License to Wed,5.2,253,"Robin Williams, Mandy Moore, John Krasinski, Eric Christian Olsen, Christine Taylor, Josh Flitter, DeRay Davis, Peter Strauss, Grace Zabriskie, Roxanne Hart"
30000000,"Comedy, Romance",en,11.120167,"Team Todd, Warner Bros., Ubu Productions",United States of America,2005-07-21,58405313,98.0,Must Love Dogs,5.8,140,"Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer, Dermot Mulroney, Stockard Channing, Ali Hillis, Brad William Henke, Julie Gonzalo, Glenn Howerton"
35000000,"Crime, Drama, Thriller",en,40.370442,"TriStar Pictures, Mark Johnson Productions, Phoenix Pictures, Baltimore Pictures",United States of America,1997-02-27,41954997,127.0,Donnie Brasco,7.4,1147,"Johnny Depp, Al Pacino, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Brian Tarantina, Rocco Sisto, Zach Grenier"
33000000,"Horror, Action, Science Fiction",en,40.715623,"Impact Pictures, Davis-Films, New Legacy, Constantin Film Produktion","France, Germany, United Kingdom, United States of America",2002-03-15,102984862,100.0,Resident Evil,6.4,2065,"Milla Jovovich, Michelle Rodriguez, Eric Mabius, Ryan McCluskey, Oscar Pearce, Anna Bolt, Joseph May, Robert Tannion, Heike Makatsch"
10700000,Horror,en,36.230204,"SLM Production Group, Metro-Goldwyn-Mayer (MGM)",United States of America,1982-06-04,122200000,114.0,Poltergeist,7.0,794,"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Heather O'Rourke, Dominique Dunne, Oliver Robins, Zelda Rubinstein, Martin Casella, James Karen, Robert Broyles"
35000000,Action,en,25.903237,"Dune Entertainment, Firm Films, Collision Entertainment, Abandon Entertainment, Foxtor Productions, Depth Entertainment","United States of America, Canada",2008-10-15,85416905,100.0,Max Payne,5.2,613,"Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris, Chris O'Donnell, Donal Logue, Amaury Nolasco, Kate Burton, Olga Kurylenko, Rothaford Gray"
40000000,"Action, Thriller, Science Fiction",en,60.231382,"Regency Enterprises, Strike Entertainment, New Regency Pictures",United States of America,2011-10-27,173930596,109.0,In Time,6.7,3417,"Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde, Alex Pettyfer, Johnny Galecki, Matt Bomer, Vincent Kartheiser, Yaya DaCosta, Toby Hemingway"
