budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,cast,release_year,release_month,release_day
35000000,15,4,6.246199,1,2086,22034832,111.0,Little Black Book,5.2,112,1,2004,8,6
30000000,185,4,27.71063,1,2086,53909751,124.0,The Five-Year Engagement,5.7,457,1,2012,4,27
30000000,68,4,2.850896,15,2086,21800302,104.0,Mr. 3000,5.0,66,1,2004,6,15
30000000,1,4,34.421696,1,6,51148651,133.0,The Next Three Days,6.9,905,1,2010,11,18
30000000,3,4,15.89534,1,2086,31070211,87.0,Ultraviolet,4.8,458,1,2006,3,3
30000000,10,4,18.706504,1,6,35294470,109.0,Assault on Precinct 13,6.0,311,1,2005,1,19
30000000,1,4,9.607391,13,2086,19204929,87.0,The Replacement Killers,6.0,127,1,1998,2,6
25000000,8,4,2.77255,23,2086,17193231,98.0,Fled,5.2,47,1,1996,7,19
30000000,4,4,16.883429,1,2086,16930884,108.0,88 Minutes,5.7,313,1,2007,2,14
35000000,195,4,12.779201,1,2086,25224242,126.0,North Country,6.8,125,1,2005,2,12
40000000,2,4,14.729386,1,2086,26155781,98.0,The Whole Ten Yards,5.5,278,1,2004,4,7
37000000,3,4,11.374306,1,2086,37962774,110.0,Howard the Duck,5.1,221,1,1986,8,1
30000000,11,4,10.703602,1,11,31148328,130.0,Pride and Glory,6.3,240,1,2008,9,9
30000000,2,4,10.756266,1,93,15007991,97.0,The Cave,5.1,202,1,2005,8,25
30000000,1,4,9.301562,1,2086,13001257,114.0,Wicker Park,6.7,157,1,2004,9,3
17000000,7,4,18.27083,15,141,24922237,106.0,Fright Night,6.0,603,1,2011,8,18
30000000,10,4,19.106154,1,2086,30536013,135.0,The New World,6.4,330,1,2005,12,25
25000000,3,4,12.10235,1,66,30114487,102.0,Godsend,4.7,114,1,2004,4,30
23000000,82,4,3.362045,1,141,12,111.0,Chasing Liberty,6.1,152,1,2004,1,9
30000000,2,4,10.694417,1,2086,13521829,86.0,Hoodwinked Too! Hood VS. Evil,4.8,131,1,2011,4,29
30000000,195,4,6.353971,1,11,18618284,108.0,An Unfinished Life,6.7,161,1,2005,9,9
30000000,1,4,37.181019,1,3,64352607,123.0,The Imaginarium of Doctor Parnassus,6.3,869,1,2009,10,1
30000000,68,4,4.952735,1,1,8454301,134.0,Barney's Version,7.2,129,1,2010,10,26
30000000,2,4,22.975918,1,2086,62616646,91.0,Runner Runner,5.5,543,1,2013,9,24
30000000,6,4,8.359599,1,66,18195610,108.0,Antitrust,5.8,153,1,2001,1,12
18000000,2,4,16.102271,1,2086,26828365,122.0,Glory,7.4,383,1,1989,12,15
30000000,1,4,8.386432,2,141,35078241,92.0,Miss Potter,6.3,141,1,2006,12,3
21000000,24,4,12.790408,1,22,480314,87.0,DOA: Dead or Alive,5.0,205,1,2006,9,7
30000000,3,4,35.53352,1,6,14711793,160.0,The Assassination of Jesse James by the Coward Robert Ford,7.0,776,1,2007,9,2
30000000,2,25,4.065212,1,5,108348,125.0,1911,5.0,41,1,2011,7,3
30000000,18,4,13.268936,1,2086,2527904,129.0,Machine Gun Preacher,6.4,286,1,2011,9,23
19000000,1,4,66.242737,1,66,140752617,83.0,Sausage Party,5.6,2238,1,2016,7,11
29000000,10,4,71.496894,1,2086,287506194,115.0,Pitch Perfect 2,6.8,1940,1,2015,5,7
28000000,10,4,35.580032,1,93,186438883,136.0,Walk the Line,7.3,718,1,2005,9,13
30000000,185,4,8.085872,1,2086,37036004,127.0,Keeping the Faith,5.9,159,1,2000,4,14
30000000,1,4,18.165957,1,2086,33013805,113.0,Confessions of a Dangerous Mind,6.6,275,1,2002,12,30
29000000,82,4,8.93941,46,93,16930185,100.0,Serving Sara,5.0,85,1,2002,8,20
29000000,185,4,20.55509,33,2086,78636257,91.0,The Boss,5.5,431,1,2016,4,7
12000000,1,4,12.653831,1,2,24829644,87.0,Seed of Chucky,4.9,287,1,2004,11,11
29000000,1,4,24.240361,1,93,21126225,103.0,The Jacket,6.8,455,1,2005,3,4
28000000,1,4,92.982009,17,2086,504050219,90.0,Aladdin,7.4,3416,1,1992,11,25
28000000,13,4,61.76233,1,2086,201634991,147.0,Straight Outta Compton,7.7,1355,1,2015,8,13
28000000,6,4,66.976776,4,2086,333000000,118.0,Indiana Jones and the Temple of Doom,7.1,2781,1,1984,5,23
30000000,18,4,7.981116,1,2086,100491683,79.0,The Rugrats Movie,5.7,147,1,1998,11,20
60000000,1,4,21.252797,1,6,105178561,104.0,Along Came a Spider,6.1,400,1,2001,4,6
29000000,68,4,19.237254,1,141,48902953,110.0,Florence Foster Jenkins,6.6,392,1,2016,5,6
29000000,17,4,27.555646,1,2086,98185582,102.0,Once Upon a Time in Mexico,6.2,594,1,2003,9,11
28000000,32,4,66.169628,2,2086,140767956,131.0,Die Hard,7.5,3948,1,1988,7,15
28000000,185,4,24.917665,1,2086,92380927,99.0,Role Models,6.4,564,1,2008,2,3
28000000,68,4,57.518472,1,2086,133346506,130.0,The Big Short,7.3,2607,1,2015,12,11
28000000,32,4,7.534003,3,2086,64445708,135.0,Miracle,7.0,159,1,2004,2,6
28000000,1,4,44.529429,1,2086,102356381,101.0,Dawn of the Dead,6.8,1016,1,2004,3,19
35000000,185,4,14.949395,1,2086,94728529,103.0,The Wedding Planner,5.5,427,1,2001,1,26
30000000,1,13,14.726338,1,11,17137302,115.0,Space Pirate Captain Harlock,6.5,356,1,2013,9,7
21000000,68,4,24.13081,15,2086,71441250,110.0,The Royal Tenenbaums,7.4,1286,1,2001,10,5
30000000,5,4,45.915165,1,2086,90259536,90.0,Identity,7.1,1061,1,2003,4,25
28000000,185,4,28.043508,1,2086,134402450,105.0,Last Vegas,6.4,799,1,2013,10,31
28000000,24,4,26.090746,5,141,195312802,127.0,For Your Eyes Only,6.3,490,1,1981,6,23
28000000,82,4,14.530803,1,2086,77516304,90.0,Serendipity,6.6,521,1,2001,10,5
27000000,1,4,13.308127,1,11,101646581,99.0,Timecop,5.5,282,1,1994,9,15
28000000,185,4,38.0958,1,93,60780981,89.0,Zoolander,6.1,1337,1,2001,9,28
28000000,3,4,37.729059,1,2086,97594140,115.0,Safe Haven,6.9,823,1,2013,2,7
28000000,5,4,18.650748,17,2086,39514713,96.0,Hocus Pocus,6.4,471,1,1993,7,16
28000000,185,4,15.794946,1,36,92601050,104.0,No Reservations,6.1,327,1,2007,7,25
28000000,10,4,45.054936,1,141,96188903,117.0,Kick-Ass,7.1,4645,1,2010,3,22
28000000,15,4,25.039383,28,1,40547440,83.0,30 Minutes or Less,5.6,531,1,2011,8,11
28000000,6,4,6.756771,1,2086,33000337,99.0,Dracula 2000,4.6,148,1,2000,12,22
28000000,7,4,22.14595,1,2086,100654149,81.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,1,2014,10,8
28000000,3,4,94.056131,1,1,33139618,117.0,Blade Runner,7.9,3509,1,1982,6,25
28000000,9,4,10.703456,1,141,31596911,139.0,Rob Roy,6.5,148,1,1995,4,13
28000000,4,4,41.638961,1,33,52597999,113.0,3 Days to Kill,6.0,883,1,2014,2,14
21000000,8,4,14.518708,1,2086,54926886,117.0,We Own the Night,6.5,323,1,2007,5,25
35866397,16,7,3.75074,1,1,20217080,98.0,Winged Migration,7.0,49,1,2001,12,12
28000000,1,4,22.074306,1,2086,38159905,103.0,Just My Luck,5.8,491,1,2006,5,12
28000000,23,4,4.436792,2,66,8888143,119.0,"Mystery, Alaska",6.0,69,1,1999,10,1
28000000,2,4,14.639324,1,2086,45236543,94.0,The Spy Next Door,5.5,345,1,2010,1,15
28000000,4,4,1.767479,1,2086,8345056,86.0,A Simple Wish,5.5,46,1,1997,7,11
28000000,2,4,13.145205,1,2086,14010832,98.0,Ghosts of Mars,4.8,296,1,2001,8,24
28000000,68,4,12.921594,1,2086,7002261,108.0,Our Brand Is Crisis,5.8,195,1,2015,9,11
28000000,1,4,28.397048,1,2086,16374328,108.0,Pride and Prejudice and Zombies,5.5,640,1,2016,2,4
28000000,195,4,7.039189,15,2086,5684789,134.0,Kundun,6.8,91,1,1997,12,25
28000000,3,4,40.28635,1,12,60700000,103.0,Kick-Ass 2,6.3,2224,1,2013,7,17
24000000,17,5,6.009644,1,4,23321954,145.0,Alatriste,5.6,61,1,2006,9,1
28000000,6,4,25.520976,1,4,68896829,90.0,Brick Mansions,5.7,615,1,2014,4,22
27500000,24,4,25.633663,7,141,187500000,131.0,Octopussy,6.2,527,1,1983,6,5
30000000,15,4,22.527211,3,2086,219076518,129.0,Knocked Up,6.2,1214,1,2007,6,1
30000000,195,4,24.09152,1,2086,95714875,109.0,My Sister's Keeper,7.1,598,1,2009,6,26
35000000,68,4,6.248273,1,2086,43650785,114.0,Welcome Home Roscoe Jenkins,5.7,57,1,2008,2,8
8000000,1,4,9.548391,1,141,27187653,163.0,A Passage to India,6.9,67,1,1984,12,14
15000000,89,4,12.576381,1,67,49469904,92.0,Notes on a Scandal,6.9,235,1,2006,12,25
27500000,34,4,12.741073,1,2086,24748670,120.0,Rendition,6.2,205,1,2007,9,7
27000000,10,4,16.188572,46,2086,96900000,113.0,Star Trek VI: The Undiscovered Country,6.7,413,1,1991,12,5
27000000,4,4,18.913,2,2086,60527873,115.0,Kiss the Girls,6.2,345,1,1997,10,3
27000000,1,4,44.714264,33,2086,115229890,133.0,The Blues Brothers,7.5,1065,1,1980,6,17
27000000,19,4,28.227984,33,141,129000000,101.0,About a Boy,6.6,607,1,2002,4,26
27000000,1,4,11.678561,1,2086,56870414,82.0,Lake Placid,5.5,247,1,1999,7,15
27000000,2,4,36.921445,1,93,56308881,110.0,Lucky Number Slevin,7.4,1323,1,2006,2,24
27000000,32,4,17.567332,2,2086,21500000,193.0,The Right Stuff,7.3,235,1,1983,10,20
30000000,3,4,16.698316,1,1,15395087,130.0,Anonymous,6.3,288,1,2011,10,21
27000000,1,4,47.862016,1,93,20158808,102.0,The NeverEnding Story,7.0,1002,1,1984,4,5
27000000,1,4,39.324831,1,36,27200316,100.0,Dark City,7.2,828,1,1998,2,27
25000000,12,4,5.650125,1,141,11137801,109.0,Return to Oz,6.7,120,1,1985,6,21
27000000,1,4,3.123583,1,2086,76000000,113.0,The Newton Boys,5.9,44,1,1998,3,26
27000000,17,4,23.917982,1,66,29000000,109.0,Case 39,6.1,563,1,2009,8,13
27000000,12,4,8.715822,1,22,13000000,99.0,Suspect Zero,5.5,98,1,2004,8,27
27000000,1,4,14.788073,13,2086,85564310,89.0,Spy Kids: All the Time in the World,4.4,222,1,2011,8,18
27000000,10,4,38.279458,1,2086,93282604,98.0,Money Monster,6.5,1068,1,2016,5,12
28,1,4,9.670031,1,3,14,93.0,The 51st State,5.9,173,1,2001,12,7
27000000,2,4,17.193659,1,1,21148829,106.0,Mindhunters,6.3,333,1,2004,5,7
25000000,68,4,8.31653,1,2086,6673422,104.0,What Just Happened,5.2,127,1,2008,10,17
26000000,2,4,31.250383,1,2086,183293131,91.0,Paul Blart: Mall Cop,5.2,788,1,2009,1,15
26000000,185,4,24.345651,1,2086,110230332,97.0,Freaky Friday,6.0,879,1,2003,8,3
26000000,82,4,38.473732,3,2086,109449237,116.0,The 40 Year Old Virgin,6.2,1983,1,2005,8,11
25000000,1,4,31.792964,1,2086,289317794,122.0,Shakespeare in Love,6.8,796,1,1998,12,11
28000000,13,4,61.309619,1,2086,53181600,113.0,A Walk Among the Tombstones,6.2,1131,1,2014,9,18
15000000,185,4,5.411154,6,2086,201957688,111.0,Kindergarten Cop,5.8,628,1,1990,12,21
27000000,17,4,41.832392,3,2086,101624843,111.0,Pineapple Express,6.6,1148,1,2008,8,6
26000000,5,4,21.988861,25,2086,65705772,121.0,Ever After: A Cinderella Story,6.8,399,1,1998,7,31
22000000,14,4,19.068175,1,2086,68296293,139.0,Open Range,7.0,262,1,2003,8,29
26000000,3,4,24.114459,1,2086,61489265,115.0,Flatliners,6.3,404,1,1990,8,9
22000000,14,4,20.256571,1,141,50750000,175.0,A Bridge Too Far,6.9,207,1,1977,6,15
26000000,60,4,8.802626,1,2086,57891803,85.0,Red Eye,6.2,455,1,2005,8,4
26000000,13,4,37.355826,1,2086,90426405,90.0,Final Destination 2,5.9,1023,1,2003,1,31
26000000,15,4,39.742009,1,11,71868327,106.0,"O Brother, Where Art Thou?",7.3,1112,1,2000,8,30
26000000,36,4,30.981604,1,2086,67918658,100.0,Legion,5.2,629,1,2010,1,21
26000000,1,4,5.894163,1,2086,38793283,94.0,Clockstoppers,4.9,89,1,2002,3,17
26000000,3,4,22.07638,1,2086,43318349,104.0,Brothers,6.8,633,1,2009,1,27
26000000,185,4,10.925618,2,2086,28818995,100.0,Agent Cody Banks 2: Destination London,5.2,144,1,2004,12,3
56000000,82,4,21.219292,26,2086,142044638,118.0,New Year's Eve,5.7,718,1,2011,12,8
42000000,1,4,14.831402,23,33,35402320,118.0,Original Sin,5.8,198,1,2001,8,3
26000000,1,4,22.520842,3,1,29657751,111.0,The Raven,6.1,426,1,2012,3,9
30000000,185,4,3.314094,1,93,14000000,110.0,Welcome to Mooseport,4.8,54,1,2004,2,24
26000000,3,4,7.964451,1,3,36800000,99.0,Highlander: The Final Dimension,4.5,110,1,1994,11,29
25530000,2,4,4.475007,1,2086,20080020,95.0,Flipper,5.3,84,1,1996,5,17
25000000,11,4,20.679652,1,1,82466670,129.0,The Constant Gardener,6.8,417,1,2005,8,31
30000000,195,4,38.171417,1,2086,611899420,127.0,The Passion of the Christ,6.9,864,1,2004,2,25
25000000,5,4,30.884535,1,2086,441286195,125.0,Mrs. Doubtfire,7.0,1591,1,1993,11,24
25000000,195,4,49.510658,1,2086,412800000,133.0,Rain Man,7.6,1709,1,1988,12,11
33000000,195,4,50.7453,1,11,269958228,116.0,Gran Torino,7.8,3086,1,2008,12,9
25100000,32,4,10.445391,1,2086,29506464,131.0,W.,6.1,143,1,2008,10,17
25000000,32,4,80.879032,1,11,226830568,93.0,Taken,7.2,4369,1,2008,2,18
26000000,89,4,33.93914,3,2086,35926213,117.0,The Best of Me,7.2,765,1,2014,10,16
25000000,1,4,26.576385,1,2086,411006740,129.0,The Bodyguard,6.1,661,1,1992,11,25
22000000,14,4,104.469351,5,2086,321365567,195.0,Schindler's List,8.3,4329,1,1993,11,29
25000000,195,4,42.191509,1,1,124272124,146.0,The Help,7.8,1910,1,2011,8,9
28000000,34,4,20.267062,1,1,8555008,128.0,The Fifth Estate,5.7,364,1,2013,10,11
30000000,36,4,26.69592,1,1,114908830,97.0,Freddy vs. Jason,5.8,594,1,2003,8,15
25000000,1,4,12.739721,1,2086,80936232,83.0,Jimmy Neutron: Boy Genius,5.6,231,1,2001,12,21
25000000,13,4,46.942396,1,2086,170764026,85.0,Cloverfield,6.4,2251,1,2008,1,15
25000000,1,4,15.505137,2,6,78000000,88.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,1,1991,3,22
25000000,1,4,38.272889,46,2086,76270454,119.0,The Untouchables,7.6,1384,1,1987,6,2
25000000,30,4,53.645267,1,2086,171600000,122.0,No Country for Old Men,7.7,3003,1,2007,11,8
25000000,17,4,28.468,1,2086,153997819,99.0,Ride Along,6.1,853,1,2014,1,7
25000000,15,4,35.310712,1,1,281929795,97.0,Bridget Jones's Diary,6.5,1356,1,2001,4,13
25000000,61,4,28.727731,1,141,152500343,121.0,Chocolat,6.8,951,1,2000,12,14
25000000,185,4,14.604911,1,2086,119772232,104.0,Parental Guidance,5.7,210,1,2012,12,25
25000000,82,4,38.688822,1,2086,147780440,107.0,No Strings Attached,6.1,1331,1,2011,1,21
25000000,1,4,30.537845,6,2086,56505065,130.0,Tombstone,7.4,626,1,1993,12,25
25000000,25,4,19.750059,5,2086,91036760,115.0,Romeo Must Die,6.0,330,1,2000,3,20
2800000,60,4,25.939385,1,141,60922980,111.0,The Omen,7.2,476,1,1976,6,6
25000000,13,4,31.64341,1,6,117719158,93.0,Final Destination 3,5.8,974,1,2006,2,10
25000000,89,4,26.811541,1,2086,99357138,101.0,The Lucky One,6.8,946,1,2012,4,19
60000000,6,4,40.646102,1,2086,137587063,96.0,Bridge to Terabithia,7.0,1113,1,2007,2,16
25000000,195,4,34.160448,1,141,116766556,106.0,Finding Neverland,7.2,1223,1,2004,10,17
25000000,13,4,48.552871,1,66,77278331,117.0,The Grey,6.4,1451,1,2012,1,26
25000000,17,4,18.228538,1,2086,122644820,101.0,Hide and Seek,6.1,440,1,2005,1,27
26000000,185,4,29.342744,2,2086,90574188,94.0,Anchorman: The Legend of Ron Burgundy,6.7,1493,1,2004,7,9
25000000,22,4,63.654244,2,2086,46836394,145.0,GoodFellas,8.2,3128,1,1990,9,12
28000000,17,4,11.859396,2,66,58795814,102.0,Agent Cody Banks,5.0,284,1,2003,3,14
25000000,6,4,24.356483,1,11,122489822,97.0,Nanny McPhee,6.4,711,1,2005,10,21
25000000,19,4,70.105981,33,2086,65884703,170.0,Scarface,8.0,2948,1,1983,12,8
23000000,32,4,21.189028,1,1,43984230,163.0,The Last Emperor,7.4,355,1,1987,10,21
25000000,1,4,31.364901,1,4,63100000,109.0,Contraband,6.1,770,1,2012,1,12
25000000,195,4,37.817905,1,2086,77208711,158.0,There Will Be Blood,7.9,1537,1,2007,12,28
25000000,17,4,6.086083,33,2086,41604473,86.0,Undercover Brother,5.5,112,1,2002,5,31
25000000,23,4,17.17372,1,2086,39053061,119.0,The Sisterhood of the Traveling Pants,6.3,386,1,2005,6,1
25000000,25,4,16.936576,1,33,64437847,98.0,Kiss of the Dragon,6.4,298,1,2001,7,6
25000000,17,4,25.838073,1,2086,70442940,97.0,The House Bunny,5.6,529,1,2008,8,22
25000000,82,4,5.625632,23,2086,36351350,105.0,Beauty Shop,5.4,115,1,2005,6,2
25000000,195,4,17.312433,17,2086,38307627,124.0,Million Dollar Arm,6.6,259,1,2014,5,9
25000000,8,4,53.811461,1,2086,66980456,94.0,The Giver,6.4,1798,1,2014,8,11
17000000,60,4,19.045146,1,2086,63102666,104.0,Jeepers Creepers 2,5.5,299,1,2003,8,8
25000000,61,4,21.729434,1,66,59192128,101.0,Good Luck Chuck,5.5,444,1,2007,9,21
25000000,6,4,12.837116,5,2086,56489558,101.0,Cradle 2 the Grave,5.8,236,1,2003,2,28
25000000,195,4,20.953265,1,2086,41597830,114.0,The Hours,7.0,451,1,2002,12,27
20000000,2,4,10.81439,1,2086,33889159,105.0,She's the Man,6.4,671,1,2006,3,17
25000000,7,4,27.683874,1,1,229736344,90.0,Mr. Bean's Holiday,6.1,663,1,2007,3,22
20000000,1,4,9.855474,1,2086,70992898,97.0,Anacondas: The Hunt for the Blood Orchid,4.9,199,1,2004,8,26
25500000,11,4,12.756344,1,33,2415472,128.0,Blood Ties,6.0,171,1,2013,8,22
25000000,195,4,29.533437,1,2086,66122026,114.0,August Rush,7.1,797,1,2007,11,21
30000000,32,4,14.179538,2,2086,82150642,124.0,Elizabeth,7.1,334,1,1998,9,13
25000000,7,4,14.340095,1,66,50671850,89.0,Bride of Chucky,5.5,350,1,1998,10,16
25485000,1,4,9.795985,25,11,29548291,144.0,Tora! Tora! Tora!,6.9,147,1,1970,1,26
25000000,1,4,6.889437,13,67,100000000,93.0,Spice World,4.7,123,1,1997,12,19
25000000,185,4,19.428994,1,2086,34942188,81.0,The Sitter,5.4,325,1,2011,12,9
25000000,22,4,136.747729,3,2086,28341469,142.0,The Shawshank Redemption,8.5,8205,1,1994,9,23
21150000,3,4,6.081772,1,36,39438674,92.0,Crocodile Dundee in Los Angeles,4.7,146,1,2001,4,12
27000000,185,4,17.329269,1,2086,25023434,113.0,Kingpin,6.7,244,1,1996,7,4
25000000,11,4,22.622453,1,2086,39171130,111.0,The Gambler,5.7,543,1,2014,12,25
25000000,68,4,20.561682,1,2086,74188937,121.0,August: Osage County,6.9,483,1,2013,12,26
25000000,3,4,13.288177,1,13,27645491,98.0,Ice Princess,5.9,185,1,2005,3,17
30000000,185,4,19.212552,1,2086,42886719,107.0,A Lot Like Love,6.5,318,1,2005,4,22
23000000,4,4,29.365851,1,22,46152800,106.0,Eddie the Eagle,7.2,661,1,2016,2,26
25000000,195,4,10.232599,2,2086,21567853,136.0,He Got Game,6.7,134,1,1998,5,1
25000000,3,4,8.870614,1,2086,22200000,97.0,Don Juan DeMarco,6.2,183,1,1994,10,1
25000000,9,4,19.402816,2,2086,114977104,115.0,Dear John,6.6,1262,1,2010,2,4
25000000,1,4,24.903418,1,2086,23580000,97.0,The Losers,6.2,515,1,2010,4,23
25000000,3,4,14.562197,1,1,36993168,99.0,Don't Be Afraid of the Dark,5.4,341,1,2010,11,6
25000000,18,4,18.896239,1,13,40452643,103.0,War,6.0,414,1,2007,8,24
25000000,61,4,15.960916,1,2086,17000000,95.0,Punch-Drunk Love,6.9,530,1,2002,10,25
25000000,185,4,25.848003,1,2086,20796847,93.0,EuroTrip,6.5,656,1,2004,2,20
25000000,6,4,7.538513,17,2086,15431177,120.0,The Greatest Game Ever Played,6.9,110,1,2005,9,30
30000000,4,4,21.606001,1,2086,33333531,115.0,The Box,5.4,597,1,2009,9,17
25000000,185,4,3.707511,1,2086,24362772,108.0,The Next Best Thing,4.3,29,1,2000,3,3
25000000,5,4,7.001176,1,2086,19829957,107.0,My Soul to Take,5.2,147,1,2010,10,8
25000000,185,4,39.784026,1,2086,30411183,108.0,The Girl Next Door,6.3,824,1,2004,4,9
25000000,19,4,10.115011,28,2086,51702483,100.0,Maximum Risk,5.2,101,1,1996,9,13
25000000,12,4,32.854557,1,4,42972994,131.0,Legend,6.7,973,1,2015,9,9
28000000,60,4,8.363702,1,2086,10126458,91.0,Shark Night,4.9,132,1,2011,9,2
25,195,4,4.88794,1,6,13,145.0,Angela's Ashes,7.0,59,1,1999,12,25
25000000,195,4,14.17009,1,2086,28831145,109.0,Draft Day,6.5,304,1,2014,4,11
25000000,1,4,9.169271,1,2086,15478800,122.0,The Conspirator,6.2,137,1,2010,9,10
25000000,195,4,8.127728,1,93,13411957,107.0,Lords of Dogtown,7.0,210,1,2005,6,3
25000000,32,4,10.699952,1,1,24902723,120.0,The 33,6.0,378,1,2015,8,6
25000000,1,4,29.796394,1,2086,11000000,99.0,Big Trouble in Little China,7.1,705,1,1986,5,30
25000000,8,4,51.915025,1,2086,23057115,140.0,Warrior,7.7,1272,1,2011,9,9
28000000,34,4,8.314624,1,2,16900000,132.0,Michael Collins,6.7,97,1,1996,10,25
25000000,13,4,4.002579,1,2086,11207130,113.0,Stop-Loss,6.1,82,1,2008,3,28
25000000,11,4,3.888776,1,36,10719357,99.0,Abandon,4.6,45,1,2002,10,14
25000000,34,4,7.296459,1,2086,13000000,100.0,Brokedown Palace,6.2,111,1,1999,8,13
14000000,60,4,21.680424,1,13,85446075,92.0,The Possession,5.8,498,1,2012,8,30
25000000,15,4,7.946769,6,2086,10070000,105.0,Mrs. Winterbourne,5.3,25,1,1996,4,19
25000000,34,4,7.473455,1,2086,10324441,110.0,Straw Dogs,5.5,144,1,2011,9,16
25000000,68,4,5.073536,1,2086,11772461,116.0,The Hoax,6.4,60,1,2006,10,14
32000000,7,4,41.075532,1,2086,27635305,111.0,The Road,6.8,1087,1,2009,11,25
25000000,1,4,8.186936,1,2086,4064495,98.0,Tank Girl,5.5,138,1,1995,3,31
25000000,2,4,17.603823,1,1,19844979,121.0,Blindness,6.4,387,1,2008,5,14
25000000,1,4,7.008216,1,2086,2405420,95.0,BloodRayne,3.5,118,1,2005,10,22
25000000,68,4,20.011435,1,1,27603069,80.0,Carnage,7.0,738,1,2011,9,16
25000000,195,4,3.849873,1,2086,777423,117.0,Without Limits,6.2,19,1,1998,9,11
25000000,61,4,3.593165,1,2086,2336172,114.0,Me and Orson Welles,6.6,49,1,2009,11,25
13500000,1,4,30.058263,1,3,19255873,124.0,The Best Offer,7.7,704,1,2013,1,1
25000000,22,4,17.339852,1,2086,10589102,122.0,The Bad Lieutenant: Port of Call - New Orleans,6.0,326,1,2009,9,11
25000000,68,7,15.279021,1,19,48531470,154.0,Little White Lies,7.1,380,1,2010,10,20
25000000,5,21,5.753564,1,2,6500000,85.0,Space Dogs,6.3,10,1,2010,3,18
25000000,11,4,35.022029,1,141,71009334,117.0,The Counselor,5.0,712,1,2013,10,25
25000000,1,4,1.894749,1,1,3052000,128.0,Waterloo,7.0,31,1,1970,10,26
14000000,89,4,14.480628,1,141,34670720,119.0,Dangerous Liaisons,7.0,257,1,1988,12,16
25000000,7,4,14.613152,1,1,8784318,137.0,On the Road,5.5,301,1,2012,5,22
24000000,1,4,22.258428,46,2086,133000000,119.0,Star Trek IV: The Voyage Home,6.9,477,1,1986,11,25
24000000,195,4,30.445257,1,2086,155721132,102.0,Rocky Balboa,6.5,835,1,2006,12,20
24000000,13,4,35.244037,1,2086,172363301,120.0,Scream 2,6.1,840,1,1997,12,9
25000000,3,4,15.333575,1,2086,1397284,98.0,Jane Got a Gun,5.4,285,1,2016,1,1
24000000,82,4,15.237142,2,2086,70181428,105.0,Think Like a Man Too,6.4,225,1,2014,6,20
41300000,19,4,23.441135,1,66,106371651,98.0,The Whole Nine Yards,6.2,531,1,2000,2,18
8200000,3,4,25.03414,1,2086,80035402,107.0,Footloose,6.4,505,1,1984,2,17
24000000,185,4,24.70166,2,2086,87055349,91.0,Old School,6.6,541,1,2003,2,21
24000000,68,4,16.146572,6,2086,41895491,137.0,The Fisher King,7.2,341,1,1991,9,9
65000000,17,4,20.793026,1,2086,40002112,100.0,I Still Know What You Did Last Summer,5.1,374,1,1998,11,13
24000000,6,4,5.771479,1,2086,36609995,115.0,Return to Me,6.1,67,1,2000,4,7
24000000,185,4,27.326466,1,2086,42105111,102.0,Zack and Miri Make a Porno,6.1,721,1,2008,9,18
24000000,2,4,20.69219,1,141,68729358,93.0,The Men Who Stare at Goats,5.9,742,1,2009,10,17
17000000,82,4,7.701041,3,2086,16980098,95.0,Win a Date with Tad Hamilton!,5.5,160,1,2004,1,23
24000000,1,4,6.589193,1,2086,16290976,87.0,Muppets from Space,5.8,92,1,1999,7,14
24000000,1,4,2.753313,1,2086,21049053,134.0,The Wiz,5.9,58,1,1978,10,24
24000000,1,4,3.113009,3,2086,12372410,107.0,Ready to Rumble,4.7,49,1,2000,4,7
24000000,68,4,5.566203,15,2086,8434146,124.0,Play It to the Bone,5.7,53,1,1999,12,25
24000000,17,4,8.630825,4,2086,30551495,89.0,I Don't Know How She Does It,5.0,141,1,2011,9,16
24000000,11,4,23.343839,1,2086,83188165,88.0,Piranha 3D,5.3,581,1,2010,8,20
28000000,1,4,2.439184,1,67,669276,72.0,The Thief and the Cobbler,6.8,26,1,1993,9,23
24000000,2,4,26.324874,1,2086,23081726,98.0,Faster,6.1,568,1,2010,11,23
24000000,1,13,49.549984,1,11,234710455,119.0,Howl's Moving Castle,8.2,1991,1,2004,11,19
23600000,11,4,57.300674,1,2086,102391382,88.0,Zombieland,7.2,3550,1,2009,10,7
23000000,185,4,23.839127,15,2086,185991646,90.0,The Waterboy,5.9,512,1,1998,11,6
18000000,13,4,78.51783,3,2086,538400000,124.0,The Empire Strikes Back,8.2,5879,1,1980,5,17
19000000,4,4,33.872182,1,2086,141407024,118.0,Bad Boys,6.5,1699,1,1995,4,7
23000000,36,4,38.799596,1,2086,53302314,98.0,Final Destination,6.4,1378,1,2000,3,16
12500000,195,4,20.317469,1,2086,75993061,101.0,The Ides of March,6.5,910,1,2011,9,24
23000000,1,4,18.493202,1,2086,53187659,108.0,Pitch Black,6.7,1789,1,2000,2,18
23000000,1,4,53.682367,1,7,47351251,126.0,Her,7.9,4097,1,2013,12,18
23000000,3,4,11.183197,1,2086,36642838,97.0,Joy Ride,6.3,325,1,2001,10,5
